2prg , A ,  1  , 271 ,  0.498
1h7z , A ,  1  , 191 ,  0.482
1aol , A ,  1  , 228 ,  0.548
1b13 , A ,  1  , 54 ,  0.778
1e6i , A ,  1  , 110 ,  0.709
1b8q , A ,  1  , 127 ,  0.331
1ckv , A ,  1  , 141 ,  0.035
1a85 , A ,  1  , 158 ,  0.734
1qoy , A ,  1  , 303 ,  0.234
1z60 , A ,  1  , 59 ,  1.034
1f3y , A ,  1  , 165 ,  0.527
1e9t , A ,  1  , 59 ,  0.508
1fm0 , D ,  1  , 81 ,  0.691
1cma , A ,  1  , 104 ,  0.529
1g8t , A ,  1  , 242 ,  0.678
1cr8 , A ,  1  , 42 ,  0.905
1jov , A ,  1  , 281 ,  0.744
1rv1 , A ,  1  , 85 ,  0.635
1dhs , A ,  1  , 344 ,  0.395
1avp , A ,  1  , 204 ,  0.755
1a5y , A ,  1  , 283 ,  0.523
1j1h , A ,  1  , 123 ,  0.707
1ija , A ,  1  , 148 ,  0.919
1r7l , A ,  1  , 103 ,  0.583
2aj7 , A ,  1  , 161 ,  0.435
1ssl , A ,  1  , 48 ,  1.083
1jid , A ,  1  , 114 ,  0.544
1c8z , A ,  1  , 284 ,  0.715
2gmq , A ,  1  , 106 ,  0.840
1dvk , A ,  1  , 149 ,  0.785
2jne , A ,  1  , 71 ,  0.352
1bw3 , A ,  1  , 125 ,  0.816
1ehs , A ,  1  , 48 ,  0.729
1a73 , A ,  1  , 162 ,  0.401
1fqt , A ,  1  , 113 ,  0.885
1oxw , A ,  1  , 349 ,  0.650
1oqv , A ,  1  , 171 ,  0.772
1mp1 , A ,  1  , 111 ,  0.739
1b8z , A ,  1  , 67 ,  0.224
1am2 , A ,  1  , 181 ,  0.586
2hi7 , A ,  1  , 188 ,  0.372
1c5e , A ,  1  , 95 ,  0.811
1a2i , A ,  1  , 107 ,  0.477
1rrz , A ,  1  , 66 ,  0.636
2isb , A ,  1  , 190 ,  0.721
1dt4 , A ,  1  , 73 ,  0.767
1ln0 , A ,  1  , 92 ,  0.674
1bor , A ,  1  , 56 ,  1.411
1cn3 , A ,  1  , 283 ,  0.406
1a33 , A ,  1  , 174 ,  0.902
1bow , A ,  1  , 143 ,  0.615
1ad6 , A ,  1  , 185 ,  0.676
1aja , A ,  1  , 435 ,  0.517
1adr , A ,  1  , 76 ,  0.895
1j3m , A ,  1  , 127 ,  0.654
1y0k , A ,  1  , 180 ,  0.539
1so9 , A ,  1  , 131 ,  0.382
1gtd , A ,  1  , 76 ,  0.342
1fw9 , A ,  1  , 164 ,  0.579
1b2p , A ,  1  , 119 ,  0.538
1a2z , A ,  1  , 220 ,  0.850
1g57 , A ,  1  , 205 ,  0.761
1nyc , A ,  1  , 111 ,  0.658
1bh3 , A ,  1  , 289 ,  0.436
1b0y , A ,  1  , 85 ,  0.906
1dm9 , A ,  1  , 104 ,  0.327
11as , A ,  1  , 327 ,  0.505
1n81 , A ,  1  , 186 ,  0.624
1occ , A ,  1  , 514 ,  0.479
1jr5 , A ,  1  , 90 ,  0.867
1lm5 , A ,  1  , 189 ,  0.587
1mzg , A ,  1  , 140 ,  0.579
101m , A ,  1  , 154 ,  0.669
1txo , A ,  1  , 230 ,  0.717
1ilv , A ,  1  , 235 ,  0.579
1wfe , A ,  1  , 86 ,  0.058
1aro , L ,  1  , 149 ,  0.570
1gwy , A ,  1  , 175 ,  0.937
1d9n , A ,  1  , 75 ,  0.653
1aun , A ,  1  , 208 ,  0.553
1ap8 , A ,  1  , 213 ,  0.042
1bkj , A ,  1  , 230 ,  0.174
1iu4 , A ,  1  , 331 ,  0.420
1b66 , A ,  1  , 138 ,  0.565
1ehk , A ,  1  , 544 ,  0.524
1aj3 , A ,  1  , 98 ,  0.500
1ame , A ,  1  , 66 ,  0.939
1c3q , A ,  1  , 284 ,  0.658
2nwt , A ,  1  , 69 ,  0.058
1ae9 , A ,  1  , 171 ,  0.889
1edx , A ,  1  , 40 ,  1.325
155c , A ,  1  , 134 ,  0.672
1di6 , A ,  1  , 183 ,  0.596
1jni , A ,  1  , 62 ,  0.274
1eni , A ,  1  , 137 ,  0.547
1a2a , A ,  1  , 122 ,  0.598
1y1e , X ,  1  , 272 ,  0.739
1d6g , A ,  1  , 47 ,  0.362
2o34 , A ,  1  , 241 ,  0.614
1af5 , A ,  1  , 126 ,  0.492
1iu3 , C ,  1  , 115 ,  0.609
1aho , A ,  1  , 66 ,  1.000
2iwm , A ,  1  , 334 ,  0.497
1an1 , I ,  1  , 40 ,  1.100
1drt , A ,  1  , 315 ,  0.537
1i5h , W ,  1  , 50 ,  0.360
1mvf , A ,  1  , 126 ,  0.841
1i51 , E ,  1  , 18 ,  0.222
1hp8 , A ,  1  , 68 ,  0.765
1h5p , A ,  1  , 95 ,  0.789
1j1v , A ,  1  , 92 ,  0.967
1kaf , A ,  1  , 108 ,  0.750
2nqw , A ,  1  , 96 ,  0.990
1xjh , A ,  1  , 62 ,  0.532
1jb7 , B ,  1  , 226 ,  0.124
1g3j , A ,  1  , 522 ,  0.186
1bk7 , A ,  1  , 190 ,  0.479
1f82 , A ,  1  , 424 ,  0.422
1wib , A ,  1  , 92 ,  0.239
1at3 , A ,  1  , 217 ,  0.728
1e5k , A ,  1  , 188 ,  0.649
1cmi , A ,  1  , 85 ,  0.871
1cmx , A ,  1  , 214 ,  0.593
1qw2 , A ,  1  , 97 ,  0.515
1pg6 , A ,  1  , 206 ,  0.403
1dtd , B ,  1  , 61 ,  1.098
1bm8 , A ,  1  , 99 ,  0.960
1a1t , A ,  1  , 55 ,  0.527
1ahq , A ,  1  , 133 ,  0.759
1hnr , A ,  1  , 47 ,  0.681
1fle , I ,  1  , 47 ,  0.787
1j0t , A ,  1  , 78 ,  0.885
4mt2 , A ,  1  , 61 ,  0.148
2odk , A ,  1  , 61 ,  0.262
1rv9 , A ,  1  , 242 ,  0.851
1jvr , A ,  1  , 137 ,  0.029
1b6e , A ,  1  , 121 ,  0.884
2atz , A ,  1  , 172 ,  0.541
1abv , A ,  1  , 105 ,  0.790
1gcc , A ,  1  , 63 ,  0.873
1dmg , A ,  1  , 172 ,  0.564
1aui , A ,  1  , 378 ,  0.526
1aml , A ,  1  , 40 ,  0.475
1ap9 , A ,  1  , 219 ,  0.557
1a0a , A ,  1  , 63 ,  0.222
1b9c , A ,  1  , 224 ,  0.576
1qhb , A ,  1  , 595 ,  0.373
1f75 , A ,  1  , 217 ,  0.373
1yoz , A ,  1  , 113 ,  0.558
1wn9 , A ,  1  , 123 ,  1.033
1l3a , A ,  1  , 166 ,  0.337
1o22 , A ,  1  , 146 ,  0.336
1is7 , K ,  1  , 84 ,  0.536
1eyu , A ,  1  , 156 ,  0.577
1ro7 , A ,  1  , 255 ,  0.525
2sic , E ,  1  , 275 ,  0.811
1qqh , A ,  1  , 144 ,  0.417
1xn8 , A ,  1  , 131 ,  0.489
1lg7 , A ,  1  , 163 ,  0.558
1q90 , B ,  1  , 212 ,  0.368
1b65 , A ,  1  , 363 ,  0.658
1t57 , A ,  1  , 179 ,  0.832
1a6f , A ,  1  , 113 ,  0.708
1xfh , A ,  1  , 405 ,  0.521
1i5j , A ,  1  , 67 ,  0.448
1ml9 , A ,  1  , 260 ,  0.519
1dqc , A ,  1  , 73 ,  0.438
1ihn , A ,  1  , 111 ,  1.027
1eo8 , B ,  1  , 175 ,  0.183
2gkp , A ,  1  , 178 ,  0.708
1aoo , A ,  1  , 40 ,  1.200
1t07 , A ,  1  , 78 ,  0.513
1ff3 , A ,  1  , 210 ,  0.695
2ooj , A ,  1  , 129 ,  0.442
1pv5 , A ,  1  , 263 ,  0.506
1a0k , A ,  1  , 130 ,  0.700
3ci0 , I ,  1  , 81 ,  0.605
1g13 , A ,  1  , 160 ,  0.438
1dj7 , A ,  1  , 109 ,  0.596
1b78 , A ,  1  , 184 ,  0.348
1a30 , A ,  1  , 99 ,  0.818
1f46 , A ,  1  , 139 ,  0.669
1i9b , A ,  1  , 205 ,  0.454
1xx7 , A ,  1  , 172 ,  0.547
1c5a , A ,  1  , 65 ,  1.062
1akz , A ,  1  , 223 ,  0.619
1ay9 , A ,  1  , 108 ,  0.537
1g72 , A ,  1  , 571 ,  0.618
1g24 , A ,  1  , 211 ,  0.483
1p32 , A ,  1  , 182 ,  0.396
1a44 , A ,  1  , 185 ,  0.762
1afr , A ,  1  , 345 ,  0.397
1aer , A ,  1  , 205 ,  0.507
1afh , A ,  1  , 93 ,  1.075
1rq6 , A ,  1  , 62 ,  0.823
1jos , A ,  1  , 102 ,  0.716
1fwq , A ,  1  , 115 ,  0.913
1nn4 , A ,  1  , 159 ,  1.038
1cfh , A ,  1  , 47 ,  0.489
1g7d , A ,  1  , 106 ,  0.708
1b4u , A ,  1  , 132 ,  0.326
1a0n , B ,  1  , 58 ,  1.172
1wid , A ,  1  , 117 ,  0.658
1erc , A ,  1  , 40 ,  1.300
1jad , A ,  1  , 235 ,  0.209
1gv8 , A ,  1  , 159 ,  0.836
1jbg , A ,  1  , 106 ,  0.189
1b2v , A ,  1  , 173 ,  0.688
