2prg , A ,  1  , 271 ,  0.199
1h7z , A ,  1  , 191 ,  0.141
1aol , A ,  1  , 228 ,  0.118
1b13 , A ,  1  , 54 ,  0.074
1e6i , A ,  1  , 110 ,  0.218
1b8q , A ,  1  , 127 ,  0.118
1ckv , A ,  1  , 141 ,  0.014
1a85 , A ,  1  , 158 ,  0.196
1qoy , A ,  1  , 303 ,  0.069
1z60 , A ,  1  , 59 ,  0.339
1f3y , A ,  1  , 165 ,  0.182
1e9t , A ,  1  , 59 ,  0.153
1fm0 , D ,  1  , 81 ,  0.173
1cma , A ,  1  , 104 ,  0.183
1g8t , A ,  1  , 242 ,  0.198
1cr8 , A ,  1  , 42 ,  0.238
1jov , A ,  1  , 281 ,  0.221
1rv1 , A ,  1  , 85 ,  0.188
1dhs , A ,  1  , 344 ,  0.110
1avp , A ,  1  , 204 ,  0.196
1a5y , A ,  1  , 283 ,  0.106
1j1h , A ,  1  , 123 ,  0.187
1ija , A ,  1  , 148 ,  0.250
1r7l , A ,  1  , 103 ,  0.087
2aj7 , A ,  1  , 161 ,  0.124
1ssl , A ,  1  , 48 ,  0.125
1jid , A ,  1  , 114 ,  0.167
1c8z , A ,  1  , 284 ,  0.180
2gmq , A ,  1  , 106 ,  0.274
1dvk , A ,  1  , 149 ,  0.235
2jne , A ,  1  , 71 ,  0.127
1bw3 , A ,  1  , 125 ,  0.176
1ehs , A ,  1  , 48 ,  0.271
1a73 , A ,  1  , 162 ,  0.099
1fqt , A ,  1  , 113 ,  0.150
1oxw , A ,  1  , 349 ,  0.163
1oqv , A ,  1  , 171 ,  0.228
1mp1 , A ,  1  , 111 ,  0.288
1b8z , A ,  1  , 67 ,  0.104
1am2 , A ,  1  , 181 ,  0.193
2hi7 , A ,  1  , 188 ,  0.144
1c5e , A ,  1  , 95 ,  0.232
1a2i , A ,  1  , 107 ,  0.112
1rrz , A ,  1  , 66 ,  0.273
2isb , A ,  1  , 190 ,  0.189
1dt4 , A ,  1  , 73 ,  0.288
1ln0 , A ,  1  , 92 ,  0.196
1bor , A ,  1  , 56 ,  0.214
1cn3 , A ,  1  , 283 ,  0.081
1a33 , A ,  1  , 174 ,  0.236
1bow , A ,  1  , 143 ,  0.189
1ad6 , A ,  1  , 185 ,  0.238
1aja , A ,  1  , 435 ,  0.124
1adr , A ,  1  , 76 ,  0.368
1j3m , A ,  1  , 127 ,  0.189
1y0k , A ,  1  , 180 ,  0.128
1so9 , A ,  1  , 131 ,  0.099
1gtd , A ,  1  , 76 ,  0.132
1fw9 , A ,  1  , 164 ,  0.085
1b2p , A ,  1  , 119 ,  0.118
1a2z , A ,  1  , 220 ,  0.264
1g57 , A ,  1  , 205 ,  0.234
1nyc , A ,  1  , 111 ,  0.162
1bh3 , A ,  1  , 289 ,  0.114
1b0y , A ,  1  , 85 ,  0.259
1dm9 , A ,  1  , 104 ,  0.096
11as , A ,  1  , 327 ,  0.162
1n81 , A ,  1  , 186 ,  0.226
1occ , A ,  1  , 514 ,  0.165
1jr5 , A ,  1  , 90 ,  0.344
1lm5 , A ,  1  , 189 ,  0.122
1mzg , A ,  1  , 140 ,  0.136
101m , A ,  1  , 154 ,  0.260
1txo , A ,  1  , 230 ,  0.178
1ilv , A ,  1  , 235 ,  0.119
1wfe , A ,  1  , 86 ,  0.023
1aro , L ,  1  , 149 ,  0.168
1gwy , A ,  1  , 175 ,  0.274
1d9n , A ,  1  , 75 ,  0.200
1aun , A ,  1  , 208 ,  0.120
1ap8 , A ,  1  , 213 ,  0.009
1bkj , A ,  1  , 230 ,  0.030
1iu4 , A ,  1  , 331 ,  0.142
1b66 , A ,  1  , 138 ,  0.159
1ehk , A ,  1  , 544 ,  0.175
1aj3 , A ,  1  , 98 ,  0.214
1ame , A ,  1  , 66 ,  0.288
1c3q , A ,  1  , 284 ,  0.088
2nwt , A ,  1  , 69 ,  0.014
1ae9 , A ,  1  , 171 ,  0.304
1edx , A ,  1  , 40 ,  0.425
155c , A ,  1  , 134 ,  0.231
1di6 , A ,  1  , 183 ,  0.158
1jni , A ,  1  , 62 ,  0.097
1eni , A ,  1  , 137 ,  0.139
1a2a , A ,  1  , 122 ,  0.213
1y1e , X ,  1  , 272 ,  0.176
1d6g , A ,  1  , 47 ,  0.064
2o34 , A ,  1  , 241 ,  0.141
1af5 , A ,  1  , 126 ,  0.159
1iu3 , C ,  1  , 115 ,  0.183
1aho , A ,  1  , 66 ,  0.273
2iwm , A ,  1  , 334 ,  0.078
1an1 , I ,  1  , 40 ,  0.300
1drt , A ,  1  , 315 ,  0.146
1i5h , W ,  1  , 50 ,  0.180
1mvf , A ,  1  , 126 ,  0.159
1i51 , E ,  1  , 18 ,  0.056
1hp8 , A ,  1  , 68 ,  0.265
1h5p , A ,  1  , 95 ,  0.221
1j1v , A ,  1  , 92 ,  0.326
1kaf , A ,  1  , 108 ,  0.213
2nqw , A ,  1  , 96 ,  0.312
1xjh , A ,  1  , 62 ,  0.145
1jb7 , B ,  1  , 226 ,  0.035
1g3j , A ,  1  , 522 ,  0.036
1bk7 , A ,  1  , 190 ,  0.121
1f82 , A ,  1  , 424 ,  0.113
1wib , A ,  1  , 92 ,  0.076
1at3 , A ,  1  , 217 ,  0.212
1e5k , A ,  1  , 188 ,  0.133
1cmi , A ,  1  , 85 ,  0.282
1cmx , A ,  1  , 214 ,  0.126
1qw2 , A ,  1  , 97 ,  0.175
1pg6 , A ,  1  , 206 ,  0.073
1dtd , B ,  1  , 61 ,  0.246
1bm8 , A ,  1  , 99 ,  0.242
1a1t , A ,  1  , 55 ,  0.164
1ahq , A ,  1  , 133 ,  0.271
1hnr , A ,  1  , 47 ,  0.213
1fle , I ,  1  , 47 ,  0.191
1j0t , A ,  1  , 78 ,  0.308
4mt2 , A ,  1  , 61 ,  0.033
2odk , A ,  1  , 61 ,  0.049
1rv9 , A ,  1  , 242 ,  0.207
1jvr , A ,  1  , 137 ,  0.007
1b6e , A ,  1  , 121 ,  0.231
2atz , A ,  1  , 172 ,  0.134
1abv , A ,  1  , 105 ,  0.267
1gcc , A ,  1  , 63 ,  0.190
1dmg , A ,  1  , 172 ,  0.157
1aui , A ,  1  , 378 ,  0.146
1aml , A ,  1  , 40 ,  0.200
1ap9 , A ,  1  , 219 ,  0.219
1a0a , A ,  1  , 63 ,  0.111
1b9c , A ,  1  , 224 ,  0.156
1qhb , A ,  1  , 595 ,  0.082
1f75 , A ,  1  , 217 ,  0.083
1yoz , A ,  1  , 113 ,  0.195
1wn9 , A ,  1  , 123 ,  0.236
1l3a , A ,  1  , 166 ,  0.114
1o22 , A ,  1  , 146 ,  0.123
1is7 , K ,  1  , 84 ,  0.155
1eyu , A ,  1  , 156 ,  0.135
1ro7 , A ,  1  , 255 ,  0.114
2sic , E ,  1  , 275 ,  0.211
1qqh , A ,  1  , 144 ,  0.146
1xn8 , A ,  1  , 131 ,  0.168
1lg7 , A ,  1  , 163 ,  0.184
1q90 , B ,  1  , 212 ,  0.146
1b65 , A ,  1  , 363 ,  0.160
1t57 , A ,  1  , 179 ,  0.291
1a6f , A ,  1  , 113 ,  0.186
1xfh , A ,  1  , 405 ,  0.165
1i5j , A ,  1  , 67 ,  0.194
1ml9 , A ,  1  , 260 ,  0.123
1dqc , A ,  1  , 73 ,  0.096
1ihn , A ,  1  , 111 ,  0.288
1eo8 , B ,  1  , 175 ,  0.086
2gkp , A ,  1  , 178 ,  0.197
1aoo , A ,  1  , 40 ,  0.350
1t07 , A ,  1  , 78 ,  0.192
1ff3 , A ,  1  , 210 ,  0.148
2ooj , A ,  1  , 129 ,  0.116
1pv5 , A ,  1  , 263 ,  0.122
1a0k , A ,  1  , 130 ,  0.177
3ci0 , I ,  1  , 81 ,  0.160
1g13 , A ,  1  , 160 ,  0.106
1dj7 , A ,  1  , 109 ,  0.248
1b78 , A ,  1  , 184 ,  0.071
1a30 , A ,  1  , 99 ,  0.222
1f46 , A ,  1  , 139 ,  0.209
1i9b , A ,  1  , 205 ,  0.132
1xx7 , A ,  1  , 172 ,  0.122
1c5a , A ,  1  , 65 ,  0.369
1akz , A ,  1  , 223 ,  0.148
1ay9 , A ,  1  , 108 ,  0.139
1g72 , A ,  1  , 571 ,  0.158
1g24 , A ,  1  , 211 ,  0.128
1p32 , A ,  1  , 182 ,  0.126
1a44 , A ,  1  , 185 ,  0.178
1afr , A ,  1  , 345 ,  0.139
1aer , A ,  1  , 205 ,  0.137
1afh , A ,  1  , 93 ,  0.376
1rq6 , A ,  1  , 62 ,  0.274
1jos , A ,  1  , 102 ,  0.235
1fwq , A ,  1  , 115 ,  0.200
1nn4 , A ,  1  , 159 ,  0.308
1cfh , A ,  1  , 47 ,  0.170
1g7d , A ,  1  , 106 ,  0.226
1b4u , A ,  1  , 132 ,  0.106
1a0n , B ,  1  , 58 ,  0.379
1wid , A ,  1  , 117 ,  0.145
1erc , A ,  1  , 40 ,  0.525
1jad , A ,  1  , 235 ,  0.089
1gv8 , A ,  1  , 159 ,  0.233
1jbg , A ,  1  , 106 ,  0.066
1b2v , A ,  1  , 173 ,  0.197
2o8i , A ,  1  , 154 ,  0.117
1lkf , A ,  1  , 292 ,  0.110
1gd8 , A ,  1  , 105 ,  0.257
1a91 , A ,  1  , 79 ,  0.165
1a3a , A ,  1  , 145 ,  0.186
1fsi , A ,  1  , 179 ,  0.151
1gvm , A ,  1  , 127 ,  0.087
1f0j , A ,  1  , 351 ,  0.157
1m1p , A ,  1  , 87 ,  0.149
1qz4 , A ,  1  , 213 ,  0.169
1ahj , A ,  1  , 198 ,  0.030
1a22 , A ,  1  , 180 ,  0.167
1ck2 , A ,  1  , 104 ,  0.212
1hky , A ,  1  , 86 ,  0.035
1ow1 , A ,  1  , 167 ,  0.216
1aqa , A ,  1  , 84 ,  0.321
1kpt , A ,  1  , 105 ,  0.276
1dvo , A ,  1  , 152 ,  0.072
