1qxy , A , 1 , 249 ,  137 ,  0 ,  12 ,  27 ,  71
2c36 , A , 1 , 274 ,  144 ,  0 ,  6 ,  20 ,  35
1f02 , T , 1 , 66 ,  18 ,  0 ,  0 ,  7 ,  15
2exf , A , 1 , 44 ,  8 ,  0 ,  2 ,  6 ,  16
1nyc , A , 1 , 111 ,  49 ,  0 ,  19 ,  41 ,  68
2kdc , A , 1 , 121 ,  32 ,  0 ,  0 ,  1 ,  1
1dm9 , A , 1 , 104 ,  39 ,  0 ,  5 ,  29 ,  106
1p35 , C , 1 , 295 ,  150 ,  0 ,  2 ,  12 ,  28
2vqe , N , 1 , 60 ,  22 ,  0 ,  6 ,  15 ,  21
2vqe , P , 1 , 83 ,  25 ,  0 ,  13 ,  39 ,  79
2vqe , R , 1 , 73 ,  33 ,  0 ,  16 ,  34 ,  66
1n81 , A , 1 , 186 ,  85 ,  0 ,  4 ,  19 ,  50
2pbk , B , 1 , 230 ,  125 ,  0 ,  20 ,  52 ,  72
1lm5 , B , 1 , 193 ,  0 ,  0 ,  7 ,  21 ,  42
3dnj , B , 1 , 90 ,  36 ,  0 ,  17 ,  55 ,  99
1cmb , A , 1 , 104 ,  46 ,  0 ,  13 ,  33 ,  47
1xpp , D , 1 , 114 ,  44 ,  0 ,  0 ,  16 ,  37
1wfe , A , 1 , 86 ,  9 ,  0 ,  0 ,  0 ,  0
1d9n , A , 1 , 75 ,  19 ,  0 ,  7 ,  27 ,  44
1yu5 , X , 1 , 67 ,  17 ,  0 ,  10 ,  32 ,  50
1vq8 , 2 , 1 , 46 ,  2 ,  0 ,  0 ,  2 ,  4
1vq8 , C , 1 , 246 ,  100 ,  0 ,  0 ,  7 ,  22
1vq8 , H , 1 , 160 ,  64 ,  0 ,  1 ,  27 ,  68
1vq8 , M , 1 , 194 ,  79 ,  0 ,  4 ,  16 ,  15
1vq8 , O , 1 , 115 ,  50 ,  0 ,  14 ,  38 ,  88
1vq8 , X , 1 , 82 ,  30 ,  0 ,  10 ,  34 ,  66
3kic , A , 1 , 520 ,  383 ,  0 ,  0 ,  0 ,  1
1t60 , D , 1 , 224 ,  166 ,  0 ,  4 ,  18 ,  47
1iu4 , A , 1 , 331 ,  182 ,  0 ,  5 ,  5 ,  35
2nwt , A , 1 , 69 ,  12 ,  0 ,  6 ,  18 ,  36
1h8e , H , 1 , 89 ,  48 ,  0 ,  24 ,  61 ,  113
1ae9 , A , 1 , 171 ,  87 ,  0 ,  19 ,  46 ,  70
1edx , A , 1 , 40 ,  11 ,  0 ,  11 ,  31 ,  61
1v7r , A , 1 , 186 ,  90 ,  0 ,  6 ,  35 ,  68
2dsx , A , 1 , 52 ,  16 ,  0 ,  14 ,  42 ,  78
1jni , A , 1 , 62 ,  11 ,  0 ,  3 ,  14 ,  28
1sx5 , B , 1 , 238 ,  126 ,  0 ,  4 ,  5 ,  31
1l8b , B , 1 , 190 ,  97 ,  0 ,  14 ,  28 ,  52
2ag4 , A , 1 , 164 ,  56 ,  0 ,  2 ,  7 ,  17
1r45 , A , 1 , 201 ,  98 ,  0 ,  3 ,  17 ,  55
1d6g , A , 1 , 47 ,  9 ,  0 ,  4 ,  17 ,  30
1jfz , A , 1 , 148 ,  77 ,  0 ,  13 ,  37 ,  82
1yz1 , D , 1 , 144 ,  64 ,  0 ,  20 ,  43 ,  78
2o34 , A , 1 , 241 ,  130 ,  0 ,  18 ,  19 ,  56
1aho , A , 1 , 66 ,  25 ,  0 ,  18 ,  49 ,  89
1qqp , 4 , 1 , 46 ,  4 ,  0 ,  0 ,  1 ,  2
3l8w , A , 1 , 296 ,  116 ,  0 ,  0 ,  4 ,  5
1w53 , A , 1 , 87 ,  20 ,  0 ,  9 ,  20 ,  27
2hdi , B , 1 , 103 ,  43 ,  0 ,  4 ,  19 ,  43
1mvf , D , 1 , 44 ,  21 ,  0 ,  10 ,  20 ,  36
1hp8 , A , 1 , 68 ,  19 ,  0 ,  13 ,  20 ,  41
1vbw , A , 1 , 74 ,  19 ,  0 ,  14 ,  32 ,  68
1kaf , D , 1 , 104 ,  48 ,  0 ,  22 ,  52 ,  102
2nqw , A , 1 , 96 ,  34 ,  0 ,  25 ,  55 ,  113
1xjh , A , 1 , 62 ,  15 ,  0 ,  7 ,  25 ,  35
1jb7 , B , 1 , 226 ,  112 ,  0 ,  0 ,  8 ,  30
2jfr , A , 1 , 269 ,  116 ,  0 ,  24 ,  40 ,  61
1g3j , D , 1 , 34 ,  13 ,  0 ,  0 ,  0 ,  6
1wib , A , 1 , 92 ,  10 ,  0 ,  0 ,  6 ,  10
3rpz , A , 1 , 284 ,  152 ,  0 ,  19 ,  35 ,  64
3pvi , A , 1 , 156 ,  73 ,  0 ,  2 ,  15 ,  25
1qw2 , A , 1 , 97 ,  38 ,  0 ,  11 ,  32 ,  67
1zzk , A , 1 , 82 ,  25 ,  0 ,  11 ,  33 ,  63
1pg6 , A , 1 , 206 ,  86 ,  0 ,  6 ,  11 ,  29
3n4j , A , 1 , 173 ,  76 ,  0 ,  24 ,  51 ,  75
1dtd , B , 1 , 61 ,  26 ,  0 ,  14 ,  42 ,  83
1bm8 , A , 1 , 99 ,  45 ,  0 ,  26 ,  68 ,  123
1hnr , A , 1 , 47 ,  6 ,  0 ,  4 ,  14 ,  30
1lpb , A , 1 , 85 ,  37 ,  0 ,  15 ,  36 ,  75
2quy , A , 1 , 330 ,  227 ,  0 ,  1 ,  17 ,  36
1j0t , A , 1 , 78 ,  25 ,  0 ,  14 ,  44 ,  69
2w1v , A , 1 , 276 ,  169 ,  0 ,  8 ,  33 ,  73
4mt2 , A , 1 , 61 ,  15 ,  0 ,  0 ,  8 ,  17
2odk , A , 1 , 61 ,  23 ,  0 ,  8 ,  31 ,  65
1rv9 , A , 1 , 242 ,  128 ,  0 ,  15 ,  25 ,  73
2zih , B , 1 , 281 ,  154 ,  0 ,  13 ,  14 ,  45
1jvr , A , 1 , 137 ,  22 ,  0 ,  1 ,  3 ,  6
2atz , A , 1 , 172 ,  74 ,  0 ,  12 ,  26 ,  48
1dsl , A , 1 , 88 ,  31 ,  0 ,  22 ,  57 ,  88
1abv , A , 1 , 105 ,  42 ,  0 ,  18 ,  60 ,  91
1gcc , A , 1 , 63 ,  19 ,  0 ,  14 ,  32 ,  56
3kl6 , B , 1 , 50 ,  16 ,  0 ,  8 ,  23 ,  44
1tl2 , A , 1 , 235 ,  113 ,  0 ,  6 ,  15 ,  42
1aml , A , 1 , 40 ,  1 ,  0 ,  13 ,  21 ,  6
1ryp , 1 , 1 , 222 ,  154 ,  0 ,  17 ,  27 ,  48
1vmo , A , 1 , 163 ,  82 ,  0 ,  16 ,  52 ,  83
1i71 , A , 1 , 83 ,  28 ,  0 ,  16 ,  42 ,  82
3fn2 , A , 1 , 94 ,  38 ,  0 ,  3 ,  5 ,  16
1u53 , A , 1 , 193 ,  94 ,  0 ,  7 ,  34 ,  61
1tzy , C , 1 , 95 ,  52 ,  0 ,  2 ,  5 ,  17
1gk8 , I , 1 , 125 ,  73 ,  0 ,  5 ,  21 ,  30
3mv4 , M , 1 , 249 ,  135 ,  0 ,  4 ,  9 ,  38
1m22 , A , 1 , 487 ,  301 ,  0 ,  13 ,  9 ,  29
1yoz , A , 1 , 113 ,  48 ,  0 ,  8 ,  27 ,  60
1wn9 , A , 1 , 123 ,  57 ,  0 ,  32 ,  57 ,  110
1wui , L , 1 , 532 ,  359 ,  0 ,  0 ,  4 ,  9
1o22 , A , 1 , 146 ,  29 ,  0 ,  2 ,  4 ,  22
1yew , B , 1 , 238 ,  176 ,  0 ,  0 ,  12 ,  12
1yew , C , 1 , 188 ,  108 ,  0 ,  0 ,  15 ,  35
1ro7 , C , 1 , 240 ,  138 ,  0 ,  10 ,  21 ,  53
2sic , I , 1 , 107 ,  51 ,  0 ,  15 ,  38 ,  78
1qqh , A , 1 , 144 ,  55 ,  0 ,  5 ,  24 ,  46
1jjr , A , 1 , 54 ,  16 ,  0 ,  15 ,  44 ,  78
1xn8 , A , 1 , 131 ,  40 ,  0 ,  2 ,  19 ,  65
1nlw , E , 1 , 74 ,  23 ,  0 ,  0 ,  2 ,  8
2xu3 , A , 1 , 239 ,  116 ,  0 ,  13 ,  44 ,  99
1yfq , A , 1 , 342 ,  182 ,  0 ,  5 ,  14 ,  33
1ozj , A , 1 , 126 ,  51 ,  0 ,  20 ,  49 ,  93
1y69 , 8 , 1 , 113 ,  33 ,  0 ,  0 ,  10 ,  21
2ota , A , 1 , 66 ,  26 ,  0 ,  7 ,  7 ,  12
2au7 , A , 1 , 176 ,  84 ,  0 ,  23 ,  67 ,  93
2vpz , C , 1 , 250 ,  148 ,  0 ,  7 ,  17 ,  31
2w9j , B , 1 , 80 ,  30 ,  0 ,  10 ,  24 ,  42
1twf , F , 1 , 84 ,  42 ,  0 ,  6 ,  31 ,  58
3a38 , A , 1 , 98 ,  26 ,  0 ,  16 ,  49 ,  93
2v9l , A , 1 , 288 ,  147 ,  0 ,  5 ,  30 ,  64
3dt5 , A , 1 , 124 ,  46 ,  0 ,  10 ,  33 ,  61
1pby , C , 1 , 79 ,  54 ,  0 ,  14 ,  45 ,  58
1v2b , B , 1 , 151 ,  68 ,  0 ,  22 ,  45 ,  88
1i5j , A , 1 , 67 ,  3 ,  0 ,  26 ,  78 ,  6
1dqc , A , 1 , 73 ,  23 ,  0 ,  7 ,  32 ,  73
2izx , B , 1 , 41 ,  16 ,  0 ,  5 ,  23 ,  43
2gkp , A , 1 , 178 ,  62 ,  0 ,  16 ,  27 ,  55
1aoo , A , 1 , 40 ,  9 ,  0 ,  9 ,  27 ,  51
1t07 , A , 1 , 78 ,  24 ,  0 ,  4 ,  20 ,  39
2z0t , A , 1 , 109 ,  59 ,  0 ,  18 ,  51 ,  85
1vp8 , A , 1 , 183 ,  85 ,  0 ,  21 ,  44 ,  70
1pv5 , A , 1 , 263 ,  128 ,  0 ,  0 ,  25 ,  58
3can , A , 1 , 164 ,  68 ,  0 ,  9 ,  34 ,  66
1dj7 , A , 1 , 109 ,  55 ,  0 ,  19 ,  45 ,  85
1v3w , A , 1 , 176 ,  78 ,  0 ,  18 ,  39 ,  75
2ah6 , B , 1 , 164 ,  85 ,  0 ,  5 ,  42 ,  83
3nx6 , A , 1 , 75 ,  23 ,  0 ,  12 ,  33 ,  52
3g7k , C , 1 , 224 ,  125 ,  0 ,  7 ,  26 ,  51
3bdf , B , 1 , 451 ,  289 ,  0 ,  5 ,  10 ,  20
1f46 , B , 1 , 140 ,  66 ,  0 ,  15 ,  47 ,  83
1kmv , A , 1 , 187 ,  86 ,  0 ,  14 ,  41 ,  70
2o11 , A , 1 , 407 ,  169 ,  0 ,  0 ,  8 ,  11
1p71 , B , 1 , 93 ,  29 ,  0 ,  0 ,  2 ,  10
1fk5 , A , 1 , 93 ,  29 ,  0 ,  11 ,  34 ,  54
1cyo , A , 1 , 88 ,  31 ,  0 ,  19 ,  48 ,  75
2awk , A , 1 , 224 ,  110 ,  0 ,  3 ,  28 ,  52
2end , A , 1 , 137 ,  53 ,  0 ,  7 ,  29 ,  53
1pdc , A , 1 , 45 ,  11 ,  0 ,  9 ,  29 ,  57
1p32 , C , 1 , 176 ,  86 ,  0 ,  0 ,  13 ,  38
1jhg , A , 1 , 101 ,  21 ,  0 ,  0 ,  0 ,  9
3mj0 , A , 1 , 118 ,  55 ,  0 ,  22 ,  59 ,  106
2k7x , A , 1 , 120 ,  48 ,  0 ,  17 ,  45 ,  75
2dc4 , A , 1 , 164 ,  89 ,  0 ,  3 ,  28 ,  59
1w6s , A , 1 , 595 ,  424 ,  0 ,  2 ,  9 ,  18
1w6s , B , 1 , 72 ,  0 ,  0 ,  2 ,  6 ,  12
3ep6 , A , 1 , 240 ,  138 ,  0 ,  5 ,  18 ,  37
1rq6 , A , 1 , 62 ,  11 ,  0 ,  8 ,  15 ,  34
1l8c , A , 1 , 95 ,  42 ,  0 ,  14 ,  27 ,  57
2qh9 , A , 1 , 172 ,  88 ,  0 ,  18 ,  42 ,  80
1ybz , A , 1 , 76 ,  10 ,  0 ,  18 ,  15 ,  19
1jos , A , 1 , 102 ,  35 ,  0 ,  11 ,  39 ,  64
2hnu , A , 1 , 81 ,  39 ,  0 ,  24 ,  58 ,  117
1g7d , A , 1 , 106 ,  40 ,  0 ,  16 ,  35 ,  72
2ux9 , B , 1 , 71 ,  36 ,  0 ,  10 ,  31 ,  75
1b4u , A , 1 , 132 ,  65 ,  0 ,  5 ,  2 ,  34
1b4u , B , 1 , 298 ,  206 ,  0 ,  26 ,  40 ,  65
2qzi , A , 1 , 102 ,  49 ,  0 ,  23 ,  41 ,  87
1jad , A , 1 , 235 ,  91 ,  0 ,  0 ,  0 ,  0
3bo5 , A , 1 , 275 ,  134 ,  0 ,  9 ,  29 ,  47
1wny , A , 1 , 180 ,  92 ,  0 ,  17 ,  42 ,  79
1tkv , A , 1 , 89 ,  41 ,  0 ,  22 ,  53 ,  103
1rg8 , A , 1 , 141 ,  78 ,  0 ,  28 ,  68 ,  107
1bds , A , 1 , 43 ,  13 ,  0 ,  13 ,  39 ,  69
1af6 , A , 1 , 421 ,  245 ,  0 ,  1 ,  0 ,  4
2o8i , A , 1 , 154 ,  60 ,  0 ,  5 ,  17 ,  52
1gd8 , A , 1 , 105 ,  50 ,  0 ,  12 ,  43 ,  75
1jbi , A , 1 , 100 ,  40 ,  0 ,  25 ,  65 ,  114
1a3a , C , 1 , 146 ,  85 ,  0 ,  23 ,  56 ,  116
1ibt , C , 1 , 76 ,  51 ,  0 ,  0 ,  10 ,  33
3hqf , A , 1 , 173 ,  76 ,  0 ,  8 ,  28 ,  71
2zjs , Y , 1 , 415 ,  206 ,  0 ,  0 ,  5 ,  11
1whi , A , 1 , 122 ,  53 ,  0 ,  25 ,  54 ,  88
3ks3 , A , 1 , 266 ,  134 ,  0 ,  15 ,  31 ,  46
1jw2 , A , 1 , 72 ,  19 ,  0 ,  7 ,  24 ,  49
1j8u , A , 1 , 307 ,  162 ,  0 ,  7 ,  18 ,  37
1n91 , A , 1 , 108 ,  32 ,  0 ,  11 ,  20 ,  32
1ow1 , A , 1 , 167 ,  0 ,  0 ,  10 ,  30 ,  60
1j0p , A , 1 , 108 ,  23 ,  0 ,  7 ,  13 ,  28
3c9q , A , 1 , 196 ,  87 ,  0 ,  23 ,  47 ,  74
1kpt , A , 1 , 105 ,  46 ,  0 ,  22 ,  58 ,  102
1dvo , A , 1 , 152 ,  37 ,  0 ,  0 ,  2 ,  23
2imq , X , 1 , 283 ,  149 ,  0 ,  14 ,  33 ,  53
1gs5 , A , 1 , 258 ,  123 ,  0 ,  19 ,  31 ,  54
3d7j , C , 1 , 134 ,  76 ,  0 ,  8 ,  34 ,  78
3adg , A , 1 , 72 ,  23 ,  0 ,  13 ,  35 ,  67
1q08 , B , 1 , 89 ,  35 ,  0 ,  0 ,  3 ,  18
2ob5 , A , 1 , 152 ,  64 ,  0 ,  26 ,  56 ,  80
1oru , A , 1 , 182 ,  96 ,  0 ,  18 ,  39 ,  62
2o01 , 1 , 1 , 175 ,  15 ,  0 ,  0 ,  0 ,  0
2o01 , 3 , 1 , 115 ,  9 ,  0 ,  0 ,  1 ,  1
3dqg , C , 1 , 151 ,  64 ,  0 ,  8 ,  25 ,  49
2nwl , C , 1 , 403 ,  230 ,  0 ,  0 ,  9 ,  26
1j3a , A , 1 , 129 ,  52 ,  0 ,  17 ,  46 ,  52
1g9p , A , 1 , 45 ,  8 ,  0 ,  6 ,  23 ,  48
1f9v , A , 1 , 313 ,  161 ,  0 ,  6 ,  16 ,  33
3bsu , A , 1 , 48 ,  15 ,  0 ,  15 ,  39 ,  69
2p3x , A , 1 , 339 ,  184 ,  0 ,  7 ,  24 ,  42
1xly , A , 1 , 224 ,  116 ,  0 ,  0 ,  18 ,  38
3jud , A , 1 , 155 ,  64 ,  0 ,  15 ,  35 ,  71
3h3b , B , 1 , 191 ,  113 ,  0 ,  12 ,  38 ,  59
2nn5 , A , 1 , 194 ,  72 ,  0 ,  13 ,  29 ,  46
1gp8 , A , 1 , 40 ,  4 ,  0 ,  2 ,  9 ,  19
1t62 , B , 1 , 163 ,  0 ,  0 ,  3 ,  9 ,  18
1i27 , A , 1 , 73 ,  20 ,  0 ,  9 ,  30 ,  52
2icu , A , 1 , 207 ,  101 ,  0 ,  10 ,  39 ,  73
1u5u , A , 1 , 366 ,  207 ,  0 ,  7 ,  18 ,  20
1y7j , A , 1 , 40 ,  6 ,  0 ,  6 ,  16 ,  33
1m1q , A , 1 , 105 ,  9 ,  0 ,  1 ,  6 ,  11
1qhh , C , 1 , 102 ,  45 ,  0 ,  0 ,  7 ,  24
2v3i , A , 1 , 483 ,  246 ,  0 ,  5 ,  12 ,  17
1j34 , C , 1 , 34 ,  13 ,  0 ,  7 ,  23 ,  52
1gvc , A , 1 , 157 ,  72 ,  0 ,  23 ,  51 ,  101
2zib , A , 1 , 132 ,  54 ,  0 ,  19 ,  51 ,  93
2hh8 , A , 1 , 127 ,  54 ,  0 ,  17 ,  37 ,  66
1igd , A , 1 , 61 ,  14 ,  0 ,  7 ,  14 ,  38
1tbf , A , 1 , 326 ,  172 ,  0 ,  11 ,  12 ,  31
1w33 , B , 1 , 180 ,  79 ,  0 ,  0 ,  2 ,  23
2b97 , A , 1 , 71 ,  27 ,  0 ,  19 ,  60 ,  110
1ymt , A , 1 , 268 ,  113 ,  0 ,  9 ,  22 ,  38
2vhk , A , 1 , 232 ,  98 ,  0 ,  15 ,  34 ,  70
3ess , A , 1 , 202 ,  89 ,  0 ,  8 ,  21 ,  62
1wij , A , 1 , 127 ,  41 ,  0 ,  11 ,  31 ,  57
1r94 , A , 1 , 97 ,  32 ,  0 ,  16 ,  37 ,  46
1cy5 , A , 1 , 92 ,  34 ,  0 ,  27 ,  54 ,  103
1ud9 , A , 1 , 242 ,  112 ,  0 ,  1 ,  29 ,  51
1khx , A , 1 , 201 ,  87 ,  0 ,  6 ,  26 ,  53
2it9 , A , 1 , 122 ,  59 ,  0 ,  9 ,  38 ,  73
1xd3 , C , 1 , 243 ,  124 ,  0 ,  21 ,  45 ,  69
2ijq , A , 1 , 146 ,  66 ,  0 ,  22 ,  52 ,  86
3sy1 , A , 1 , 234 ,  110 ,  0 ,  11 ,  18 ,  46
2igs , A , 1 , 220 ,  103 ,  0 ,  12 ,  32 ,  53
1fi8 , D , 1 , 48 ,  25 ,  0 ,  0 ,  11 ,  13
1cfr , A , 1 , 283 ,  135 ,  0 ,  3 ,  13 ,  29
2w2r , A , 1 , 180 ,  80 ,  0 ,  7 ,  34 ,  67
1mz9 , A , 1 , 45 ,  22 ,  0 ,  0 ,  6 ,  13
1v9x , A , 1 , 114 ,  28 ,  0 ,  13 ,  17 ,  45
2r19 , A , 1 , 135 ,  53 ,  0 ,  12 ,  35 ,  68
3iqu , A , 1 , 274 ,  102 ,  0 ,  4 ,  6 ,  28
1qd5 , A , 1 , 257 ,  119 ,  0 ,  2 ,  16 ,  32
1cxq , A , 1 , 144 ,  58 ,  0 ,  12 ,  42 ,  66
1mkk , B , 1 , 94 ,  33 ,  0 ,  1 ,  5 ,  19
1s5d , A , 1 , 219 ,  115 ,  0 ,  13 ,  21 ,  44
2pv4 , A , 1 , 146 ,  51 ,  0 ,  10 ,  27 ,  56
1p68 , A , 1 , 102 ,  38 ,  0 ,  10 ,  41 ,  86
3cx5 , C , 1 , 385 ,  266 ,  0 ,  0 ,  4 ,  11
2h88 , D , 1 , 101 ,  37 ,  0 ,  3 ,  11 ,  31
1wpn , A , 1 , 197 ,  107 ,  0 ,  19 ,  66 ,  110
1bct , A , 1 , 69 ,  2 ,  0 ,  23 ,  69 ,  138
1nyn , A , 1 , 111 ,  28 ,  0 ,  23 ,  36 ,  48
1nrz , A , 1 , 163 ,  82 ,  0 ,  14 ,  53 ,  102
1sig , A , 1 , 305 ,  135 ,  0 ,  0 ,  0 ,  15
1ejx , B , 1 , 101 ,  0 ,  0 ,  0 ,  0 ,  0
1v54 , A , 1 , 513 ,  449 ,  0 ,  0 ,  3 ,  14
1v54 , D , 1 , 144 ,  74 ,  0 ,  0 ,  0 ,  5
1v54 , F , 1 , 98 ,  37 ,  0 ,  0 ,  3 ,  19
1v54 , G , 1 , 83 ,  35 ,  0 ,  0 ,  1 ,  13
1v54 , I , 1 , 72 ,  24 ,  0 ,  0 ,  0 ,  2
1v54 , J , 1 , 58 ,  18 ,  0 ,  0 ,  5 ,  6
1v54 , K , 1 , 49 ,  15 ,  0 ,  0 ,  1 ,  5
1v54 , L , 1 , 46 ,  23 ,  0 ,  0 ,  6 ,  15
1v54 , M , 1 , 43 ,  15 ,  0 ,  0 ,  3 ,  11
1m40 , A , 1 , 408 ,  136 ,  0 ,  7 ,  34 ,  54
2xqq , A , 1 , 98 ,  51 ,  0 ,  29 ,  80 ,  141
3qy1 , A , 1 , 217 ,  123 ,  0 ,  0 ,  17 ,  49
1kmx , A , 1 , 55 ,  5 ,  0 ,  1 ,  8 ,  7
1b35 , D , 1 , 57 ,  0 ,  0 ,  1 ,  3 ,  6
1n2m , C , 1 , 164 ,  102 ,  0 ,  12 ,  33 ,  69
2gmy , D , 1 , 145 ,  89 ,  0 ,  15 ,  46 ,  81
