1qzr, a ,2,382,5.338,0.04,23.882,1qzr a ,1qzr,1qzr a 
1jak, a ,2,499,4.352,0.048,23.499,1jak a ,1jak,1jak a 
2wy6, c ,2,358,2.379,0.047,20.956,2wy6 c ,2wy6,2wy6 c 
2oez, b ,2,263,4.667,0.032,23.281,2oez b ,2oez,2oez b 
1uaj, a ,2,241,0,0.025,23.595,1uaj a ,1uaj,1uaj a 
1as0, a ,2,313,1.152,0.042,21.187,1as0 a ,1as0,1as0 a 
1rku, b ,2,206,4.371,0.047,18.264,1rku b ,1rku,1rku b 
2arz, b ,2,235,4.427,0.047,18.964,2arz b ,2arz,2arz b 
1kv9, a ,2,664,6.689,0.057,23.992,1kv9 a ,1kv9,1kv9 a 
1kmo, a ,2,661,6.903,0.053,24.711,1kmo a ,1kmo,1kmo a 
2ibd, b ,2,195,7.182,0.037,18.712,2ibd b ,2ibd,2ibd b 
1fjr, b ,2,188,4.62,0.045,18.555,1fjr b ,1fjr,1fjr b 
1xfe, a ,2,83,5.109,0.026,111.095,1xfe a ,1xfe,1xfe a 
1r6x, a ,2,386,5.971,0.045,23.845,1r6x a ,1r6x,1r6x a 
1poi, c ,2,317,6.766,0.049,20.754,1poi c ,1poi,1poi c 
1lqt, a ,2,473,4.294,0.042,27.589,1lqt a ,1lqt,1lqt a 
2bgh, b ,2,412,3.34,0.048,22.538,2bgh b ,2bgh,2bgh b 
1jhf, a ,2,197,2.195,0.032,20.839,1jhf a ,1jhf,1jhf a 
2clt, a ,2,367,0.428,0.029,25.274,2clt a ,2clt,2clt a 
3m00, a ,2,530,4.74,0.044,27.326,3m00 a ,3m00,3m00 a 
2f69, a ,2,244,4.72,0.043,19.787,2f69 a ,2f69,2f69 a 
1khd, a ,2,324,4.056,0.053,21.96,1khd a ,1khd,1khd a 
2wjn, c ,2,332,6.31,0.038,23.513,2wjn c ,2wjn,2wjn c 
1hyo, a ,2,416,6.834,0.049,24.118,1hyo a ,1hyo,1hyo a 
1ezm, a ,2,298,5.78,0.051,20.009,1ezm a ,1ezm,1ezm a 
1h8p, a ,2,88,1.935,0.042,14.432,1h8p a ,1h8p,1h8p a 
2fef, b ,2,287,7.204,0.049,20.178,2fef b ,2fef,2fef b 
3kcz, a ,2,357,3.553,0.046,21.171,3kcz a ,3kcz,3kcz a 
2p62, b ,2,241,6.271,0.043,21.298,2p62 b ,2p62,2p62 b 
1fyh, a ,2,242,6.265,0.041,20.141,1fyh a ,1fyh,1fyh a 
2q14, f ,2,397,3.211,0.039,26.558,2q14 f ,2q14,2q14 f 
2z6r, b ,2,265,2.365,0.039,24.077,2z6r b ,2z6r,2z6r b 
2e6f, b ,2,312,7.06,0.06,20.358,2e6f b ,2e6f,2e6f b 
1xta, a ,2,220,8.54,0.045,20.338,1xta a ,1xta,1xta a 
1ccw, d ,2,483,6.906,0.057,23.429,1ccw d ,1ccw,1ccw d 
2qsd, d ,2,145,6.11,0.045,17.767,2qsd d ,2qsd,2qsd d 
1wku, a ,2,225,4.207,0.044,19.452,1wku a ,1wku,1wku a 
3b5m, a ,2,209,1.716,0.048,17.862,3b5m a ,3b5m,3b5m a 
1x27, a ,2,163,2.447,0.034,22.188,1x27 a ,1x27,1x27 a 
2j01, i ,2,145,1.476,0.011,33.873,2j01 i ,2j01,2j01 i 
1hp1, a ,2,516,1.647,0.043,24.861,1hp1 a ,1hp1,1hp1 a 
2ih2, a ,2,393,1.262,0.033,24.25,2ih2 a ,2ih2,2ih2 a 
1ev7, b ,2,293,1.63,0.027,24.682,1ev7 b ,1ev7,1ev7 b 
2xn7, a ,2,353,5.158,0.044,21.556,2xn7 a ,2xn7,2xn7 a 
1hk0, x ,2,173,1.286,0.048,16.836,1hk0 x ,1hk0,1hk0 x 
2phn, b ,2,266,5.45,0.047,20.179,2phn b ,2phn,2phn b 
3c9u, b ,2,312,7.268,0.049,24.868,3c9u b ,3c9u,3c9u b 
2j8c, m ,2,302,4.692,0.026,25.351,2j8c m ,2j8c,2j8c m 
2ka9, a ,2,189,0.791,0.015,24.435,2ka9 a ,2ka9,2ka9 a 
2ck3, g ,2,181,3.138,0.019,25.738,2ck3 g ,2ck3,2ck3 g 
1n7z, b ,2,316,2.291,0.027,23.922,1n7z b ,1n7z,1n7z b 
1c2a, a ,2,120,1.19,0.036,17.563,1c2a a ,1c2a,1c2a a 
1bp1, a ,2,456,3.633,0.015,37.321,1bp1 a ,1bp1,1bp1 a 
1e3o, c ,2,132,1.232,0.023,18.645,1e3o c ,1e3o,1e3o c 
1dvp, a ,2,217,1.096,0.034,20.742,1dvp a ,1dvp,1dvp a 
2fb5, b ,2,204,3.067,0.036,23.83,2fb5 b ,2fb5,2fb5 b 
2e2d, c ,2,180,2.815,0.039,19.805,2e2d c ,2e2d,2e2d c 
3arc, o ,2,247,5.614,0.034,30.404,3arc o ,3arc,3arc o 
1bc5, a ,2,269,4.522,0.039,21.343,1bc5 a ,1bc5,1bc5 a 
1mix, a ,2,206,1.995,0.032,20.415,1mix a ,1mix,1mix a 
1tfr, a ,2,283,3.507,0.039,20.516,1tfr a ,1tfr,1tfr a 
1iom, a ,2,379,5.579,0.044,22.727,1iom a ,1iom,1iom a 
1c0p, a ,2,363,4.932,0.045,25.325,1c0p a ,1c0p,1c0p a 
1f3i, a ,2,455,3.93,0.037,25.722,1f3i a ,1f3i,1f3i a 
1on2, b ,2,135,2.713,0.031,21.408,1on2 b ,1on2,1on2 b 
1qs1, a ,2,402,3.127,0.042,23.918,1qs1 a ,1qs1,1qs1 a 
1c89, a ,2,134,2.505,0.041,16.116,1c89 a ,1c89,1c89 a 
1wqf, a ,2,183,4.486,0.022,22.928,1wqf a ,1wqf,1wqf a 
1vky, a ,2,280,3.181,0.034,21.996,1vky a ,1vky,1vky a 
1u1w, a ,2,295,4.826,0.061,18.477,1u1w a ,1u1w,1u1w a 
1a0h, a ,2,159,1.027,0.016,24.45,1a0h a ,1a0h,1a0h a 
1lqs, m ,2,142,0.599,0.017,22.297,1lqs m ,1lqs,1lqs m 
3nvs, a ,2,473,2.537,0.054,21.618,3nvs a ,3nvs,3nvs a 
2o3s, a ,2,252,2.74,0.039,19.952,2o3s a ,2o3s,2o3s a 
1sei, b ,2,130,4.008,0.049,16.364,1sei b ,1sei,1sei b 
2ii0, a ,2,463,2.876,0.023,30.157,2ii0 a ,2ii0,2ii0 a 
3bjd, a ,2,335,3.425,0.047,21.079,3bjd a ,3bjd,3bjd a 
2dkj, b ,2,402,3.881,0.049,21.5,2dkj b ,2dkj,2dkj b 
1ofw, a ,2,297,3.161,0.029,23.294,1ofw a ,1ofw,1ofw a 
1u5e, a ,2,170,0.945,0.028,20.733,1u5e a ,1u5e,1u5e a 
2j03, i ,2,145,1.481,0.011,27.723,2j03 i ,2j03,2j03 i 
2i06, a ,2,305,2.949,0.029,23.965,2i06 a ,2i06,2i06 a 
2jhm, f ,2,234,10.062,0.062,16.474,2jhm f ,2jhm,2jhm f 
2vhe, a ,2,196,4.841,0.053,16.823,2vhe a ,2vhe,2vhe a 
1dlp, d ,2,223,3.6,0.044,20.013,1dlp d ,1dlp,1dlp d 
1f5n, a ,2,570,1.927,0.013,39.693,1f5n a ,1f5n,1f5n a 
1mow, j ,2,234,5.569,0.035,20.752,1mow j ,1mow,1mow j 
1k3e, b ,2,144,1.156,0.023,23.316,1k3e b ,1k3e,1k3e b 
1whf, a ,2,73,5.66,0.026,15.505,1whf a ,1whf,1whf a 
3d3l, a ,2,451,5.34,0.045,22.75,3d3l a ,3d3l,3d3l a 
1ixh, a ,2,321,3.808,0.05,40.362,1ixh a ,1ixh,1ixh a 
2h21, a ,2,424,1.922,0.025,31.734,2h21 a ,2h21,2h21 a 
1t77, a ,2,414,5.552,0.047,22.616,1t77 a ,1t77,1t77 a 
1r31, a ,2,376,3.213,0.037,30.572,1r31 a ,1r31,1r31 a 
1ihg, a ,2,364,1.018,0.027,26.122,1ihg a ,1ihg,1ihg a 
1or7, a ,2,181,2.87,0.024,21.901,1or7 a ,1or7,1or7 a 
1uun, b ,2,184,1.304,0.011,30.473,1uun b ,1uun,1uun b 
2ohh, a ,2,408,3.314,0.038,24.866,2ohh a ,2ohh,2ohh a 
3dzu, a ,2,289,0,0.02,26.992,3dzu a ,3dzu,3dzu a 
1dk8, a ,2,147,3.154,0.03,18.948,1dk8 a ,1dk8,1dk8 a 
3dgv, c ,2,379,8.267,0.053,24.385,3dgv c ,3dgv,3dgv c 
2qsd, a ,2,145,7.039,0.045,16.223,2qsd a ,2qsd,2qsd a 
1txg, b ,2,335,2.847,0.049,21.009,1txg b ,1txg,1txg b 
1nf1, a ,2,260,3.648,0.033,21.604,1nf1 a ,1nf1,1nf1 a 
1eza, a ,2,259,3.83,0.029,22.759,1eza a ,1eza,1eza a 
1pin, a ,2,153,10.131,0.048,16.554,1pin a ,1pin,1pin a 
1js8, b ,2,382,6.25,0.051,21.677,1js8 b ,1js8,1js8 b 
1ee8, a ,2,266,5.238,0.044,19.569,1ee8 a ,1ee8,1ee8 a 
1m4u, a ,2,199,2.853,0.021,24.619,1m4u a ,1m4u,1m4u a 
2vsg, b ,2,358,1.926,0.015,31.582,2vsg b ,2vsg,2vsg b 
2pv7, b ,2,279,2.365,0.03,23.902,2pv7 b ,2pv7,2pv7 b 
3dsd, a ,2,333,3.274,0.039,22.431,3dsd a ,3dsd,3dsd a 
1lkp, a ,2,191,6.593,0.032,20.693,1lkp a ,1lkp,1lkp a 
2glf, b ,2,437,2.134,0.042,23.852,2glf b ,2glf,2glf b 
1toc, r ,2,120,0.698,0.01,24.932,1toc r ,1toc,1toc r 
1gk3, a ,2,509,2.38,0.034,26.695,1gk3 a ,1gk3,1gk3 a 
2h88, o ,2,239,4.632,0.033,22.093,2h88 o ,2h88,2h88 o 
1g1s, a ,2,158,1.97,0.035,22.465,1g1s a ,1g1s,1g1s a 
3gyj, a ,2,618,5.451,0.067,22.38,3gyj a ,3gyj,3gyj a 
2pby, b ,2,290,7.21,0.061,19.212,2pby b ,2pby,2pby b 
1hdh, b ,2,524,7.685,0.059,22.023,1hdh b ,1hdh,1hdh b 
1qf8, b ,2,155,7.529,0.046,18.887,1qf8 b ,1qf8,1qf8 b 
3b8m, a ,2,255,2.83,0.01,33.287,3b8m a ,3b8m,3b8m a 
2r9q, d ,2,330,4.186,0.046,21.474,2r9q d ,2r9q,2r9q d 
1uzb, a ,2,516,5.902,0.049,25.494,1uzb a ,1uzb,1uzb a 
1x7d, a ,2,332,6.101,0.047,21.695,1x7d a ,1x7d,1x7d a 
1ogo, x ,2,573,4.031,0.054,23.098,1ogo x ,1ogo,1ogo x 
2cjl, a ,2,204,7.54,0.056,17.688,2cjl a ,2cjl,2cjl a 
1k2f, b ,2,190,6.656,0.038,19.896,1k2f b ,1k2f,1k2f b 
3h52, a ,2,247,4.392,0.031,23.03,3h52 a ,3h52,3h52 a 
2cch, d ,2,259,4.958,0.052,18.498,2cch d ,2cch,2cch d 
3i07, b ,2,157,5.008,0.037,17.542,3i07 b ,3i07,3i07 b 
3h8g, a ,2,497,2.319,0.04,25.409,3h8g a ,3h8g,3h8g a 
3c9s, a ,2,304,5.56,0.047,23.564,3c9s a ,3c9s,3c9s a 
2ei1, a ,2,293,6.454,0.056,18.491,2ei1 a ,2ei1,2ei1 a 
1o0w, a ,2,238,4.818,0.036,20.164,1o0w a ,1o0w,1o0w a 
3cx5, b ,2,352,2.584,0.039,23.298,3cx5 b ,3cx5,3cx5 b 
2bt2, c ,2,143,3.804,0.034,17.685,2bt2 c ,2bt2,2bt2 c 
1ho8, a ,2,447,3.197,0.021,30.655,1ho8 a ,1ho8,1ho8 a 
2vk5, a ,2,448,7.155,0.052,23.31,2vk5 a ,2vk5,2vk5 a 
2haw, b ,2,324,2.554,0.054,23.628,2haw b ,2haw,2haw b 
2v2g, a ,2,220,1.703,0.034,20.419,2v2g a ,2v2g,2v2g a 
2d1c, b ,2,495,2.259,0.034,27.858,2d1c b ,2d1c,2d1c b 
1bcp, b ,2,197,3.034,0.038,18.926,1bcp b ,1bcp,1bcp b 
1jep, a ,2,212,8.249,0.056,16.917,1jep a ,1jep,1jep a 
1vkw, a ,2,213,6.077,0.049,17.847,1vkw a ,1vkw,1vkw a 
2dfy, c ,2,159,2.203,0.017,25.26,2dfy c ,2dfy,2dfy c 
2v3y, a ,2,466,2.166,0.035,27.155,2v3y a ,2v3y,2v3y a 
1fn9, b ,2,365,2.553,0.039,24.766,1fn9 b ,1fn9,1fn9 b 
1p42, b ,2,270,9.913,0.059,20.058,1p42 b ,1p42,1p42 b 
1c0m, b ,2,216,0.236,0.021,24.508,1c0m b ,1c0m,1c0m b 
1w3a, a ,2,312,3.819,0.017,29.534,1w3a a ,1w3a,1w3a a 
1qd1, b ,2,339,2.358,0.055,21.247,1qd1 b ,1qd1,1qd1 b 
1gk9, a ,2,218,1.685,0.018,24.595,1gk9 a ,1gk9,1gk9 a 
2z37, b ,2,249,5.29,0.057,17.394,2z37 b ,2z37,2z37 b 
1jnr, b ,2,149,1.706,0.016,27.275,1jnr b ,1jnr,1jnr b 
1i0u, a ,2,82,1.394,0.015,19.78,1i0u a ,1i0u,1i0u a 
1qna, a ,2,182,2.368,0.028,21.591,1qna a ,1qna,1qna a 
1pt7, a ,2,415,2.733,0.029,26.334,1pt7 a ,1pt7,1pt7 a 
3k6m, c ,2,482,5.828,0.052,23.839,3k6m c ,3k6m,3k6m c 
1wpk, a ,2,145,0.775,0.014,29.883,1wpk a ,1wpk,1wpk a 
2kn6, a ,2,195,0.437,0.014,25.119,2kn6 a ,2kn6,2kn6 a 
1wui, s ,2,267,3.958,0.044,22.376,1wui s ,1wui,1wui s 
1jh8, a ,2,348,8.382,0.052,21.186,1jh8 a ,1jh8,1jh8 a 
1dc1, b ,2,311,1.734,0.027,25.753,1dc1 b ,1dc1,1dc1 b 
1po0, a ,2,661,6.822,0.054,24.517,1po0 a ,1po0,1po0 a 
2j00, d ,2,208,4.94,0.043,20.134,2j00 d ,2j00,2j00 d 
1dto, a ,2,200,4.06,0.025,21.979,1dto a ,1dto,1dto a 
1se1, a ,2,239,3.563,0.031,23.229,1se1 a ,1se1,1se1 a 
1r9z, a ,2,423,5.532,0.048,24.642,1r9z a ,1r9z,1r9z a 
1ssq, d ,2,257,5.169,0.05,21.54,1ssq d ,1ssq,1ssq d 
1y7m, b ,2,161,4.854,0.046,16.7,1y7m b ,1y7m,1y7m b 
2g2u, b ,2,165,5.063,0.044,17.14,2g2u b ,2g2u,2g2u b 
1sxj, h ,2,260,4.876,0.037,22.666,1sxj h ,1sxj,1sxj h 
1tue, g ,2,196,2.842,0.026,26.77,1tue g ,1tue,1tue g 
1b12, a ,2,239,6.499,0.043,20.284,1b12 a ,1b12,1b12 a 
2ghj, e ,2,90,0.938,0.013,22.149,2ghj e ,2ghj,2ghj e 
1v54, c ,2,259,7.988,0.032,41.794,1v54 c ,1v54,1v54 c 
3bu2, b ,2,189,0.896,0.026,22.265,3bu2 b ,3bu2,3bu2 b 
1uln, a ,2,82,1.524,0.04,14.069,1uln a ,1uln,1uln a 
1xqp, a ,2,252,2.591,0.052,18.377,1xqp a ,1xqp,1xqp a 
1z0s, b ,2,249,2.454,0.045,19.511,1z0s b ,1z0s,1z0s b 
2wr1, a ,2,490,1.84,0.012,37.884,2wr1 a ,2wr1,2wr1 a 
1vns, a ,2,574,6.491,0.056,23.147,1vns a ,1vns,1vns a 
1h99, a ,2,220,0.613,0.024,22.918,1h99 a ,1h99,1h99 a 
2pif, b ,2,245,4.464,0.05,19.363,2pif b ,2pif,2pif b 
1ufa, a ,2,501,4.372,0.049,23.722,1ufa a ,1ufa,1ufa a 
2eiy, a ,2,297,3.621,0.045,21.44,2eiy a ,2eiy,2eiy a 
1b6a, a ,2,355,5.595,0.053,20.505,1b6a a ,1b6a,1b6a a 
1cf5, a ,2,249,4.723,0.053,17.718,1cf5 a ,1cf5,1cf5 a 
3bge, b ,2,168,5.116,0.027,20.42,3bge b ,3bge,3bge b 
2j02, d ,2,208,4.933,0.043,94.016,2j02 d ,2j02,2j02 d 
1pp1, x ,2,326,2.358,0.023,26.486,1pp1 x ,1pp1,1pp1 x 
1yf3, a ,2,260,6.08,0.042,19.672,1yf3 a ,1yf3,1yf3 a 
1cy9, b ,2,243,1.485,0.021,23.733,1cy9 b ,1cy9,1cy9 b 
2h88, p ,2,139,6.653,0.015,23.745,2h88 p ,2h88,2h88 p 
2fh7, a ,2,576,0.605,0.036,27.805,2fh7 a ,2fh7,2fh7 a 
1y88, a ,2,186,2.729,0.041,19.259,1y88 a ,1y88,1y88 a 
1rzh, h ,2,239,2.582,0.025,23.832,1rzh h ,1rzh,1rzh h 
1puj, a ,2,261,4.307,0.036,22.095,1puj a ,1puj,1puj a 
2hyd, a ,2,578,2.311,0.015,40.099,2hyd a ,2hyd,2hyd a 
2aq9, a ,2,273,5.52,0.044,22.216,2aq9 a ,2aq9,2aq9 a 
1n3l, a ,2,332,6.404,0.042,22.098,1n3l a ,1n3l,1n3l a 
1b37, b ,2,462,4.868,0.046,27.432,1b37 b ,1b37,1b37 b 
1ems, a ,2,412,0.483,0.033,25.226,1ems a ,1ems,1ems a 
1ppj, d ,2,241,1.135,0.02,29.676,1ppj d ,1ppj,1ppj d 
1xo0, a ,2,322,0.246,0.027,28.329,1xo0 a ,1xo0,1xo0 a 
2e5y, b ,2,133,5.385,0.042,17.131,2e5y b ,2e5y,2e5y b 
1cjy, b ,2,614,2.75,0.034,35.045,1cjy b ,1cjy,1cjy b 
