1p68 A , 1 , 102 ,  0.392 ,  0.053
1ai9 A , 1 , 192 ,  0.234 ,  0.051
1ako A , 1 , 268 ,  0.257 ,  0.059
1e8o A , 1 , 74 ,  0.486 ,  0.049
1wpn A , 1 , 197 ,  0.264 ,  0.064
1j3l A , 1 , 163 ,  0.264 ,  0.059
1e7p C , 1 , 254 ,  0.189 ,  0.029
1aa2 A , 1 , 108 ,  0.259 ,  0.064
1bct A , 1 , 69 ,  0.145 ,  0.006
1nyn A , 1 , 111 ,  0.027 ,  0.030
1ax3 A , 1 , 162 ,  0.512 ,  0.058
1ar1 A , 1 , 529 ,  0.246 ,  0.052
1bnk A , 1 , 200 ,  0.370 ,  0.060
1sig A , 1 , 305 ,  0.210 ,  0.026
1a3p A , 1 , 43 ,  0.349 ,  0.050
1fs1 A , 1 , 41 ,  0.390 ,  0.062
1dbu A , 1 , 150 ,  0.287 ,  0.059
1kmx A , 1 , 55 ,  0.200 ,  0.026
1n2m A , 1 , 163 ,  0.282 ,  0.049
1a5r A , 1 , 103 ,  0.019 ,  0.024
1cm2 A , 1 , 85 ,  0.600 ,  0.066
1ajw A , 1 , 145 ,  0.283 ,  0.040
1k6d A , 1 , 217 ,  0.290 ,  0.048
1gyd B , 1 , 315 ,  0.276 ,  0.059
1aiw A , 1 , 62 ,  0.468 ,  0.061
1afc A , 1 , 127 ,  0.417 ,  0.068
1ab1 A , 1 , 49 ,  0.388 ,  0.064
1a07 A , 1 , 105 ,  0.381 ,  0.055
1i3p A , 1 , 274 ,  0.215 ,  0.045
1vr0 A , 1 , 229 ,  0.288 ,  0.061
1aal A , 1 , 58 ,  0.414 ,  0.057
2o5h A , 1 , 133 ,  0.353 ,  0.053
1q60 A , 1 , 99 ,  0.212 ,  0.045
1hyn P , 1 , 293 ,  0.266 ,  0.053
1gef A , 1 , 120 ,  0.433 ,  0.055
1bo9 A , 1 , 73 ,  0.493 ,  0.065
16vp A , 1 , 311 ,  0.167 ,  0.033
2guk A , 1 , 112 ,  0.143 ,  0.043
1gu9 A , 1 , 170 ,  0.306 ,  0.049
1axj A , 1 , 122 ,  0.254 ,  0.056
1udz A , 1 , 179 ,  0.257 ,  0.055
1b7b A , 1 , 307 ,  0.283 ,  0.052
1a23 A , 1 , 189 ,  0.180 ,  0.047
1t23 A , 1 , 93 ,  0.409 ,  0.065
1pi1 A , 1 , 185 ,  0.330 ,  0.046
1q7s A , 1 , 118 ,  0.407 ,  0.060
1jo6 A , 1 , 45 ,  0.156 ,  0.013
2hq4 A , 1 , 158 ,  0.272 ,  0.047
1u4h A , 1 , 181 ,  0.326 ,  0.041
1v30 A , 1 , 118 ,  0.237 ,  0.054
1r0d A , 1 , 189 ,  0.280 ,  0.035
2exe A , 1 , 264 ,  0.216 ,  0.049
1yem A , 1 , 163 ,  0.239 ,  0.046
1tvs A , 1 , 75 ,  0.120 ,  0.020
1m21 A , 1 , 487 ,  0.275 ,  0.062
1e8r A , 1 , 50 ,  0.480 ,  0.070
1a28 A , 1 , 251 ,  0.255 ,  0.050
1icf I , 1 , 65 ,  0.215 ,  0.047
1l9l A , 1 , 74 ,  0.473 ,  0.061
1trl A , 1 , 62 ,  0.452 ,  0.056
1b9l A , 1 , 119 ,  0.345 ,  0.038
1b75 A , 1 , 94 ,  0.394 ,  0.054
1hjz A , 1 , 192 ,  0.318 ,  0.064
1qa4 A , 1 , 56 ,  0.054 ,  0.002
1bg8 A , 1 , 76 ,  0.474 ,  0.057
1aw6 A , 1 , 43 ,  0.163 ,  0.044
1f81 A , 1 , 87 ,  0.356 ,  0.047
2fdo A , 1 , 89 ,  0.236 ,  0.024
1a3s A , 1 , 158 ,  0.253 ,  0.045
1cfe A , 1 , 135 ,  0.326 ,  0.058
1xdq A , 1 , 262 ,  0.324 ,  0.057
1e44 A , 1 , 84 ,  0.298 ,  0.050
1iyr A , 1 , 83 ,  0.169 ,  0.035
2etd A , 1 , 128 ,  0.289 ,  0.032
1abt A , 1 , 74 ,  0.297 ,  0.051
1d1n A , 1 , 99 ,  0.525 ,  0.066
1x75 A , 1 , 127 ,  0.268 ,  0.044
1ezr A , 1 , 312 ,  0.314 ,  0.060
1sj7 A , 1 , 167 ,  0.335 ,  0.038
1qhk A , 1 , 47 ,  0.574 ,  0.065
1gh9 A , 1 , 71 ,  0.056 ,  0.035
2ioj A , 1 , 117 ,  0.487 ,  0.071
2o35 A , 1 , 80 ,  0.300 ,  0.036
1jya A , 1 , 115 ,  0.243 ,  0.044
1jju B , 1 , 339 ,  0.212 ,  0.053
1a0r B , 1 , 339 ,  0.215 ,  0.053
1jb0 A , 1 , 740 ,  0.176 ,  0.035
1jj2 1 , 1 , 46 ,  0.174 ,  0.022
1c25 A , 1 , 161 ,  0.360 ,  0.051
1k19 A , 1 , 112 ,  0.304 ,  0.052
1cq3 A , 1 , 224 ,  0.281 ,  0.051
1aab A , 1 , 83 ,  0.169 ,  0.027
1b3u A , 1 , 588 ,  0.065 ,  0.013
1lr0 A , 1 , 123 ,  0.220 ,  0.030
1k8k C , 1 , 354 ,  0.266 ,  0.053
1bvb A , 1 , 211 ,  0.242 ,  0.042
1av5 A , 1 , 113 ,  0.354 ,  0.054
1iiy A , 1 , 101 ,  0.317 ,  0.045
1a6y A , 1 , 77 ,  0.286 ,  0.053
1osx A , 1 , 26 ,  0.154 ,  0.046
1duj A , 1 , 187 ,  0.358 ,  0.048
1nyo A , 1 , 163 ,  0.436 ,  0.068
1jjs A , 1 , 42 ,  0.381 ,  0.051
1bt1 A , 1 , 336 ,  0.211 ,  0.058
1ekj A , 1 , 210 ,  0.195 ,  0.037
1a32 A , 1 , 85 ,  0.035 ,  0.021
1a14 H , 1 , 111 ,  0.405 ,  0.056
1kpk A , 1 , 450 ,  0.238 ,  0.051
1nr3 A , 1 , 122 ,  0.303 ,  0.051
1cl3 A , 1 , 138 ,  0.203 ,  0.035
2g3w A , 1 , 175 ,  0.149 ,  0.053
1ey1 A , 1 , 139 ,  0.122 ,  0.055
1bvq A , 1 , 139 ,  0.252 ,  0.039
1a5v A , 1 , 146 ,  0.247 ,  0.048
2hg6 A , 1 , 106 ,  0.283 ,  0.040
1kdx A , 1 , 81 ,  0.383 ,  0.042
1lkt A , 1 , 104 ,  0.298 ,  0.045
1wdj A , 1 , 186 ,  0.231 ,  0.055
1mkc A , 1 , 43 ,  0.302 ,  0.060
2fiy A , 1 , 285 ,  0.253 ,  0.053
1d1r A , 1 , 83 ,  0.434 ,  0.048
1hno A , 1 , 248 ,  0.347 ,  0.054
11ba A , 1 , 131 ,  0.115 ,  0.029
2p06 A , 1 , 82 ,  0.305 ,  0.039
1ass A , 1 , 152 ,  0.164 ,  0.043
1c3k A , 1 , 143 ,  0.364 ,  0.061
1afv A , 1 , 151 ,  0.285 ,  0.043
1az0 A , 1 , 237 ,  0.295 ,  0.039
1ijx A , 1 , 125 ,  0.336 ,  0.051
1bxi A , 1 , 83 ,  0.446 ,  0.056
2iay A , 1 , 120 ,  0.275 ,  0.053
1lpv A , 1 , 52 ,  0.250 ,  0.038
1csm A , 1 , 252 ,  0.302 ,  0.041
1a0s P , 1 , 413 ,  0.186 ,  0.042
1q1l A , 1 , 331 ,  0.260 ,  0.047
1qqv A , 1 , 67 ,  0.373 ,  0.054
1b6f A , 1 , 159 ,  0.296 ,  0.046
1aca A , 1 , 86 ,  0.360 ,  0.055
1mwp A , 1 , 96 ,  0.375 ,  0.056
1al0 1 , 1 , 143 ,  0.315 ,  0.056
1c8d A , 1 , 548 ,  0.195 ,  0.028
1e68 A , 1 , 70 ,  0.500 ,  0.066
1o8r A , 1 , 94 ,  0.362 ,  0.057
1vqr A , 1 , 278 ,  0.219 ,  0.050
121p A , 1 , 166 ,  0.416 ,  0.060
1m9o A , 1 , 40 ,  0.300 ,  0.040
1poi B , 1 , 260 ,  0.123 ,  0.053
1j57 A , 1 , 143 ,  0.455 ,  0.050
1jma A , 1 , 261 ,  0.291 ,  0.049
2gr7 A , 1 , 101 ,  0.109 ,  0.016
1ecm A , 1 , 91 ,  0.341 ,  0.025
1dgp A , 1 , 290 ,  0.183 ,  0.046
1c44 A , 1 , 123 ,  0.398 ,  0.057
1olg A , 1 , 42 ,  0.286 ,  0.019
1xrs A , 1 , 516 ,  0.281 ,  0.048
1eo0 A , 1 , 77 ,  0.519 ,  0.065
1a05 A , 1 , 357 ,  0.146 ,  0.050
1x6m A , 1 , 196 ,  0.219 ,  0.046
2qw6 A , 1 , 85 ,  0.482 ,  0.066
1a7t A , 1 , 227 ,  0.304 ,  0.061
1ghh A , 1 , 81 ,  0.432 ,  0.046
2hqv A , 1 , 167 ,  0.216 ,  0.040
1apj A , 1 , 74 ,  0.311 ,  0.065
1k6k A , 1 , 142 ,  0.373 ,  0.051
1adn A , 1 , 92 ,  0.087 ,  0.028
1jfm A , 1 , 174 ,  0.339 ,  0.044
1beg A , 1 , 98 ,  0.337 ,  0.048
1i4s A , 1 , 147 ,  0.238 ,  0.050
1hn6 A , 1 , 110 ,  0.027 ,  0.008
1bs4 A , 1 , 168 ,  0.244 ,  0.052
1agq A , 1 , 91 ,  0.220 ,  0.021
1vf5 A , 1 , 202 ,  0.228 ,  0.030
3h0n A , 1 , 192 ,  0.323 ,  0.047
1jtk A , 1 , 131 ,  0.443 ,  0.058
1vcc A , 1 , 77 ,  0.364 ,  0.055
1tba A , 1 , 67 ,  0.493 ,  0.036
1wvk A , 1 , 86 ,  0.035 ,  0.011
1jrm A , 1 , 104 ,  0.462 ,  0.069
1a4y A , 1 , 460 ,  0.139 ,  0.032
1p4p A , 1 , 140 ,  0.250 ,  0.045
1u77 A , 1 , 374 ,  0.372 ,  0.060
1b2i A , 1 , 83 ,  0.398 ,  0.061
1bpr A , 1 , 173 ,  0.335 ,  0.049
1tk1 A , 1 , 221 ,  0.276 ,  0.041
1eww A , 1 , 90 ,  0.467 ,  0.068
1a39 A , 1 , 401 ,  0.277 ,  0.053
1f08 A , 1 , 148 ,  0.331 ,  0.056
1a1x A , 1 , 106 ,  0.396 ,  0.052
1bh5 A , 1 , 177 ,  0.090 ,  0.032
1bx7 A , 1 , 51 ,  0.196 ,  0.032
1aa1 C , 1 , 123 ,  0.293 ,  0.041
1co4 A , 1 , 42 ,  0.071 ,  0.039
1pbj A , 1 , 121 ,  0.083 ,  0.051
1nig A , 1 , 150 ,  0.347 ,  0.043
1bam A , 1 , 200 ,  0.315 ,  0.052
1eq6 A , 1 , 189 ,  0.354 ,  0.051
1d0q A , 1 , 102 ,  0.186 ,  0.043
1aq3 A , 1 , 129 ,  0.318 ,  0.028
1auz A , 1 , 116 ,  0.431 ,  0.062
1jk4 A , 1 , 79 ,  0.316 ,  0.067
1aiq A , 1 , 263 ,  0.285 ,  0.050
1te7 A , 1 , 103 ,  0.204 ,  0.055
1bwd A , 1 , 348 ,  0.339 ,  0.060
1c3p A , 1 , 372 ,  0.277 ,  0.060
2b1y A , 1 , 102 ,  0.059 ,  0.012
1b4b A , 1 , 71 ,  0.493 ,  0.064
1cby A , 1 , 227 ,  0.278 ,  0.046
1n0z A , 1 , 45 ,  0.222 ,  0.047
1u89 A , 1 , 139 ,  0.324 ,  0.037
2jlh A , 1 , 117 ,  0.436 ,  0.062
1cc1 L , 1 , 487 ,  0.310 ,  0.055
2hfq A , 1 , 85 ,  0.424 ,  0.054
1qys A , 1 , 91 ,  0.495 ,  0.056
1ekg A , 1 , 119 ,  0.420 ,  0.053
1cqu A , 1 , 56 ,  0.107 ,  0.046
1h0z A , 1 , 68 ,  0.309 ,  0.032
1a68 A , 1 , 87 ,  0.184 ,  0.054
1h3l A , 1 , 75 ,  0.360 ,  0.048
1tlj A , 1 , 189 ,  0.127 ,  0.034
1nwb A , 1 , 101 ,  0.366 ,  0.051
1pc6 A , 1 , 141 ,  0.028 ,  0.021
1mhd A , 1 , 123 ,  0.358 ,  0.059
1s9u A , 1 , 198 ,  0.227 ,  0.050
1rh5 A , 1 , 410 ,  0.283 ,  0.043
1akd A , 1 , 405 ,  0.242 ,  0.048
1ryk A , 1 , 69 ,  0.522 ,  0.057
1okc A , 1 , 292 ,  0.226 ,  0.042
1gpc A , 1 , 218 ,  0.078 ,  0.034
1a6s A , 1 , 87 ,  0.448 ,  0.071
1r44 A , 1 , 202 ,  0.272 ,  0.057
1fqy A , 1 , 226 ,  0.354 ,  0.051
1auu A , 1 , 55 ,  0.345 ,  0.052
1r2m A , 1 , 72 ,  0.653 ,  0.077
1jx7 A , 1 , 114 ,  0.404 ,  0.057
1arq A , 1 , 53 ,  0.245 ,  0.027
1buh B , 1 , 70 ,  0.357 ,  0.052
1ev0 A , 1 , 58 ,  0.328 ,  0.028
1hyw A , 1 , 58 ,  0.500 ,  0.058
1d2t A , 1 , 222 ,  0.275 ,  0.053
1lb4 A , 1 , 155 ,  0.232 ,  0.042
