1d8h A , 1 , 288 ,  0.229 ,  0.040
1i1q A , 1 , 512 ,  0.227 ,  0.051
1a0o A , 1 , 128 ,  0.383 ,  0.064
1du2 A , 1 , 76 ,  0.276 ,  0.023
1a19 A , 1 , 89 ,  0.404 ,  0.059
1g2r A , 1 , 98 ,  0.520 ,  0.055
1agm A , 1 , 470 ,  0.181 ,  0.058
1cm5 A , 1 , 760 ,  0.220 ,  0.054
1fqj C , 1 , 38 ,  0.211 ,  0.044
1daq A , 1 , 71 ,  0.408 ,  0.058
1kf6 C , 1 , 130 ,  0.223 ,  0.015
1ckq A , 1 , 261 ,  0.123 ,  0.036
1tdp A , 1 , 111 ,  0.432 ,  0.058
1a34 A , 1 , 147 ,  0.041 ,  0.025
2ikb A , 1 , 158 ,  0.114 ,  0.048
1mog A , 1 , 67 ,  0.388 ,  0.041
1a7x A , 1 , 107 ,  0.364 ,  0.054
1l6e A , 1 , 45 ,  0.200 ,  0.024
1gak A , 1 , 137 ,  0.241 ,  0.042
1emw A , 1 , 88 ,  0.477 ,  0.046
1a7w A , 1 , 68 ,  0.147 ,  0.023
1njh A , 1 , 107 ,  0.374 ,  0.055
1b9g A , 1 , 57 ,  0.596 ,  0.069
1e0g A , 1 , 48 ,  0.500 ,  0.062
2fi0 A , 1 , 79 ,  0.228 ,  0.061
1o6a A , 1 , 89 ,  0.169 ,  0.026
1hyk A , 1 , 46 ,  0.283 ,  0.052
1fx3 A , 1 , 143 ,  0.196 ,  0.032
1dd1 A , 1 , 221 ,  0.240 ,  0.047
2i9x A , 1 , 81 ,  0.284 ,  0.043
2hly A , 1 , 206 ,  0.267 ,  0.053
117e A , 1 , 282 ,  0.372 ,  0.055
1h1j S , 1 , 44 ,  0.409 ,  0.060
1hq0 A , 1 , 295 ,  0.254 ,  0.061
1fgp A , 1 , 70 ,  0.457 ,  0.065
1dv0 A , 1 , 45 ,  0.778 ,  0.068
2f6s A , 1 , 176 ,  0.381 ,  0.057
1jsu C , 1 , 69 ,  0.058 ,  0.009
2iaz A , 1 , 105 ,  0.200 ,  0.021
1rfz A , 1 , 161 ,  0.317 ,  0.052
1p88 A , 1 , 216 ,  0.264 ,  0.071
1a92 A , 1 , 50 ,  0.200 ,  0.010
1t50 A , 1 , 58 ,  0.259 ,  0.052
1q6a A , 1 , 107 ,  0.393 ,  0.037
1d0g A , 1 , 151 ,  0.344 ,  0.043
1b69 A , 1 , 69 ,  0.406 ,  0.044
2in5 A , 1 , 190 ,  0.289 ,  0.045
1by1 A , 1 , 209 ,  0.201 ,  0.031
1dcj A , 1 , 81 ,  0.494 ,  0.068
1vpu A , 1 , 45 ,  0.600 ,  0.070
1bcp A , 1 , 224 ,  0.250 ,  0.050
1cw0 A , 1 , 155 ,  0.187 ,  0.044
1lre A , 1 , 81 ,  0.383 ,  0.041
1qhl A , 1 , 203 ,  0.227 ,  0.056
1iie A , 1 , 75 ,  0.133 ,  0.017
1vgg A , 1 , 159 ,  0.031 ,  0.041
1fvl A , 1 , 70 ,  0.243 ,  0.032
1aew A , 1 , 170 ,  0.271 ,  0.034
1ay2 A , 1 , 157 ,  0.064 ,  0.030
1huf A , 1 , 123 ,  0.276 ,  0.061
1aa3 A , 1 , 63 ,  0.556 ,  0.063
1sed A , 1 , 113 ,  0.221 ,  0.032
1e91 A , 1 , 85 ,  0.235 ,  0.035
1alq A , 1 , 259 ,  0.247 ,  0.057
1hl6 A , 1 , 119 ,  0.000 ,  0.024
2ic8 A , 1 , 182 ,  0.374 ,  0.054
1gpq A , 1 , 127 ,  0.354 ,  0.059
1j7g A , 1 , 144 ,  0.451 ,  0.053
1aci A , 1 , 76 ,  0.395 ,  0.039
1cwx A , 1 , 44 ,  0.068 ,  0.014
1cop D , 1 , 66 ,  0.227 ,  0.040
1ceu A , 1 , 51 ,  0.196 ,  0.017
1c9q A , 1 , 117 ,  0.026 ,  0.022
1a17 A , 1 , 159 ,  0.063 ,  0.016
1co0 A , 1 , 105 ,  0.048 ,  0.027
1hhn A , 1 , 101 ,  0.129 ,  0.016
1exk A , 1 , 79 ,  0.139 ,  0.021
1lsh B , 1 , 178 ,  0.225 ,  0.025
1o65 A , 1 , 218 ,  0.326 ,  0.052
1agg A , 1 , 48 ,  0.479 ,  0.059
1h7d A , 1 , 49 ,  0.082 ,  0.007
1bbi A , 1 , 71 ,  0.338 ,  0.038
1f6v A , 1 , 91 ,  0.363 ,  0.046
1a4h A , 1 , 214 ,  0.294 ,  0.051
1mkn A , 1 , 59 ,  0.356 ,  0.037
1avq A , 1 , 228 ,  0.241 ,  0.046
1nc7 A , 1 , 113 ,  0.310 ,  0.044
1b1u A , 1 , 117 ,  0.419 ,  0.059
1ahl A , 1 , 49 ,  0.327 ,  0.058
1bgf A , 1 , 124 ,  0.137 ,  0.044
1dmw A , 1 , 307 ,  0.322 ,  0.055
1ryl A , 1 , 157 ,  0.268 ,  0.051
1eik A , 1 , 77 ,  0.182 ,  0.039
1aom A , 1 , 439 ,  0.264 ,  0.056
1iwl A , 1 , 177 ,  0.215 ,  0.053
102l A , 1 , 162 ,  0.130 ,  0.044
1b79 A , 1 , 102 ,  0.324 ,  0.064
1fre A , 1 , 39 ,  0.179 ,  0.067
1iq4 A , 1 , 179 ,  0.201 ,  0.040
1a0c A , 1 , 437 ,  0.178 ,  0.040
1acb I , 1 , 63 ,  0.492 ,  0.056
1bxe A , 1 , 108 ,  0.287 ,  0.033
1dzu P , 1 , 209 ,  0.273 ,  0.053
1lmz A , 1 , 187 ,  0.305 ,  0.041
2icg A , 1 , 161 ,  0.342 ,  0.058
2q22 A , 1 , 129 ,  0.457 ,  0.054
2gjv A , 1 , 136 ,  0.279 ,  0.040
1dev A , 1 , 194 ,  0.299 ,  0.049
1l7v A , 1 , 313 ,  0.310 ,  0.050
1gd5 A , 1 , 130 ,  0.346 ,  0.043
1nxh A , 1 , 119 ,  0.067 ,  0.025
1ah7 A , 1 , 245 ,  0.376 ,  0.055
1ccd A , 1 , 77 ,  0.247 ,  0.033
1avv A , 1 , 99 ,  0.303 ,  0.053
1j8b A , 1 , 88 ,  0.295 ,  0.023
1fd3 A , 1 , 41 ,  0.659 ,  0.075
2psb A , 1 , 287 ,  0.261 ,  0.057
1a7h A , 1 , 86 ,  0.465 ,  0.069
1a0b A , 1 , 117 ,  0.316 ,  0.046
1a43 A , 1 , 72 ,  0.417 ,  0.056
1g8q A , 1 , 90 ,  0.244 ,  0.052
1e8p A , 1 , 46 ,  0.652 ,  0.073
1erz A , 1 , 303 ,  0.327 ,  0.056
