1j8u , A , 1 , 307 ,  0.316 ,  0.055
1n91 , A , 1 , 108 ,  0.398 ,  0.044
1ow1 , A , 1 , 167 ,  0.347 ,  0.056
1j0p , A , 1 , 108 ,  0.352 ,  0.045
3c9q , A , 1 , 196 ,  0.291 ,  0.057
1kpt , A , 1 , 105 ,  0.457 ,  0.065
1dvo , A , 1 , 152 ,  0.118 ,  0.018
2imq , X , 1 , 283 ,  0.336 ,  0.056
1gs5 , A , 1 , 258 ,  0.372 ,  0.059
3d7j , C , 1 , 134 ,  0.328 ,  0.041
3adg , A , 1 , 72 ,  0.458 ,  0.049
1q08 , B , 1 , 89 ,  0.112 ,  0.010
2ob5 , A , 1 , 152 ,  0.520 ,  0.062
1oru , A , 1 , 182 ,  0.297 ,  0.056
2o01 , 1 , 1 , 175 ,  0.160 ,  0.015
2o01 , 3 , 1 , 115 ,  0.200 ,  0.018
3dqg , C , 1 , 151 ,  0.331 ,  0.047
2nwl , C , 1 , 403 ,  0.273 ,  0.047
1j3a , A , 1 , 129 ,  0.349 ,  0.053
1g9p , A , 1 , 45 ,  0.067 ,  0.026
1f9v , A , 1 , 313 ,  0.265 ,  0.050
3bsu , A , 1 , 48 ,  0.479 ,  0.068
2p3x , A , 1 , 339 ,  0.230 ,  0.056
1xly , A , 1 , 224 ,  0.232 ,  0.037
3jud , A , 1 , 155 ,  0.432 ,  0.057
3h3b , B , 1 , 191 ,  0.267 ,  0.056
2nn5 , A , 1 , 194 ,  0.273 ,  0.057
1gp8 , A , 1 , 40 ,  0.425 ,  0.038
1t62 , B , 1 , 163 ,  0.221 ,  0.042
1i27 , A , 1 , 73 ,  0.384 ,  0.049
2icu , A , 1 , 207 ,  0.227 ,  0.057
1u5u , A , 1 , 366 ,  0.232 ,  0.053
1y7j , A , 1 , 40 ,  0.525 ,  0.060
1m1q , A , 1 , 105 ,  0.190 ,  0.044
1qhh , C , 1 , 102 ,  0.098 ,  0.025
2v3i , A , 1 , 483 ,  0.331 ,  0.062
1j34 , C , 1 , 34 ,  0.265 ,  0.038
1gvc , A , 1 , 157 ,  0.350 ,  0.062
2zib , A , 1 , 132 ,  0.379 ,  0.058
2hh8 , A , 1 , 127 ,  0.362 ,  0.055
1igd , A , 1 , 61 ,  0.475 ,  0.049
1tbf , A , 1 , 325 ,  0.298 ,  0.052
1w33 , B , 1 , 180 ,  0.272 ,  0.024
2b97 , A , 1 , 71 ,  0.634 ,  0.077
1ymt , A , 1 , 268 ,  0.261 ,  0.055
2vhk , A , 1 , 232 ,  0.315 ,  0.064
3ess , A , 1 , 202 ,  0.233 ,  0.050
1wij , A , 1 , 127 ,  0.173 ,  0.048
1r94 , A , 1 , 97 ,  0.381 ,  0.047
1cy5 , A , 1 , 92 ,  0.413 ,  0.064
1ud9 , A , 1 , 242 ,  0.202 ,  0.043
1khx , A , 1 , 201 ,  0.269 ,  0.044
2it9 , A , 1 , 122 ,  0.369 ,  0.048
1xd3 , C , 1 , 243 ,  0.222 ,  0.060
2ijq , A , 1 , 146 ,  0.479 ,  0.060
3sy1 , A , 1 , 234 ,  0.282 ,  0.055
2igs , A , 1 , 220 ,  0.241 ,  0.052
1fi8 , D , 1 , 48 ,  0.062 ,  0.015
1cfr , A , 1 , 283 ,  0.212 ,  0.042
2w2r , A , 1 , 180 ,  0.244 ,  0.049
1mz9 , A , 1 , 45 ,  0.222 ,  0.008
1v9x , A , 1 , 114 ,  0.368 ,  0.043
2r19 , A , 1 , 135 ,  0.370 ,  0.050
3iqu , A , 1 , 274 ,  0.263 ,  0.046
1qd5 , A , 1 , 257 ,  0.304 ,  0.046
1cxq , A , 1 , 144 ,  0.278 ,  0.050
1mkk , B , 1 , 94 ,  0.213 ,  0.023
1s5d , A , 1 , 219 ,  0.283 ,  0.047
2pv4 , A , 1 , 146 ,  0.260 ,  0.044
1p68 , A , 1 , 102 ,  0.392 ,  0.053
3cx5 , C , 1 , 385 ,  0.210 ,  0.038
2h88 , D , 1 , 101 ,  0.327 ,  0.030
1wpn , A , 1 , 197 ,  0.264 ,  0.064
1bct , A , 1 , 69 ,  0.145 ,  0.006
1nyn , A , 1 , 111 ,  0.027 ,  0.030
1nrz , A , 1 , 163 ,  0.245 ,  0.054
1sig , A , 1 , 305 ,  0.193 ,  0.026
1ejx , B , 1 , 101 ,  0.040 ,  0.032
1v54 , A , 1 , 513 ,  0.267 ,  0.051
1v54 , D , 1 , 144 ,  0.069 ,  0.004
1v54 , F , 1 , 98 ,  0.112 ,  0.020
1v54 , G , 1 , 83 ,  0.060 ,  0.007
1v54 , I , 1 , 72 ,  0.139 ,  0.004
1v54 , J , 1 , 58 ,  0.172 ,  0.010
1v54 , K , 1 , 49 ,  0.204 ,  0.007
1v54 , L , 1 , 46 ,  0.217 ,  0.013
1v54 , M , 1 , 43 ,  0.233 ,  0.010
1m40 , A , 1 , 408 ,  0.279 ,  0.085
2xqq , A , 1 , 98 ,  0.531 ,  0.071
3qy1 , A , 1 , 217 ,  0.152 ,  0.040
1kmx , A , 1 , 55 ,  0.200 ,  0.026
1b35 , D , 1 , 57 ,  0.158 ,  0.015
1n2m , C , 1 , 164 ,  0.280 ,  0.052
2gmy , D , 1 , 145 ,  0.379 ,  0.049
1k6d , B , 1 , 219 ,  0.297 ,  0.048
2pw8 , I , 1 , 64 ,  0.000 ,  0.021
1pq1 , A , 1 , 147 ,  0.388 ,  0.055
3fgg , A , 1 , 144 ,  0.354 ,  0.039
1xkr , A , 1 , 205 ,  0.376 ,  0.053
1ots , B , 1 , 441 ,  0.238 ,  0.055
1oo0 , A , 1 , 144 ,  0.347 ,  0.046
2dxa , A , 1 , 155 ,  0.316 ,  0.062
2fb6 , A , 1 , 129 ,  0.349 ,  0.058
2pzz , B , 1 , 121 ,  0.339 ,  0.052
1jjd , A , 1 , 52 ,  0.231 ,  0.060
2o5h , A , 1 , 133 ,  0.353 ,  0.053
1q60 , A , 1 , 99 ,  0.212 ,  0.045
1hyn , R , 1 , 300 ,  0.273 ,  0.052
1ucs , A , 1 , 64 ,  0.500 ,  0.068
1bo9 , A , 1 , 73 ,  0.493 ,  0.065
16vp , A , 1 , 311 ,  0.167 ,  0.033
2guk , A , 1 , 112 ,  0.143 ,  0.043
1ds1 , A , 1 , 323 ,  0.263 ,  0.053
1zcd , A , 1 , 376 ,  0.173 ,  0.051
2fgq , X , 1 , 330 ,  0.236 ,  0.047
2bpa , 1 , 1 , 426 ,  0.082 ,  0.030
1t23 , A , 1 , 93 ,  0.409 ,  0.065
1pi1 , A , 1 , 185 ,  0.335 ,  0.046
1nwz , A , 1 , 141 ,  0.411 ,  0.070
1tig , A , 1 , 88 ,  0.432 ,  0.055
2hq4 , A , 1 , 158 ,  0.272 ,  0.047
2qnu , A , 1 , 207 ,  0.222 ,  0.044
1r0d , B , 1 , 186 ,  0.290 ,  0.037
2exe , A , 1 , 264 ,  0.216 ,  0.049
2jv8 , A , 1 , 73 ,  0.205 ,  0.043
1zvp , A , 1 , 128 ,  0.109 ,  0.037
1tvs , A , 1 , 75 ,  0.120 ,  0.020
1e8r , A , 1 , 50 ,  0.480 ,  0.070
1xg0 , B , 1 , 71 ,  0.127 ,  0.011
3bei , A , 1 , 14 ,  0.786 ,  0.074
1syx , B , 1 , 62 ,  0.355 ,  0.057
1qyp , A , 1 , 57 ,  0.228 ,  0.038
3d31 , C , 1 , 248 ,  0.157 ,  0.031
1icf , I , 1 , 65 ,  0.215 ,  0.047
1vps , B , 1 , 289 ,  0.187 ,  0.036
1l9l , A , 1 , 74 ,  0.473 ,  0.061
2o9u , X , 1 , 134 ,  0.560 ,  0.070
1trl , A , 1 , 62 ,  0.452 ,  0.056
1vhu , A , 1 , 187 ,  0.348 ,  0.063
1e50 , B , 1 , 130 ,  0.169 ,  0.048
1kvd , A , 1 , 63 ,  0.254 ,  0.032
1kvd , B , 1 , 77 ,  0.442 ,  0.040
1qa4 , A , 1 , 56 ,  0.054 ,  0.002
1vh5 , A , 1 , 138 ,  0.370 ,  0.054
2qx2 , A , 1 , 323 ,  0.118 ,  0.034
1nkz , A , 1 , 52 ,  0.192 ,  0.009
1nh2 , C , 1 , 52 ,  0.327 ,  0.031
2prv , B , 1 , 153 ,  0.275 ,  0.052
2fdo , A , 1 , 89 ,  0.236 ,  0.024
1wmw , D , 1 , 324 ,  0.253 ,  0.043
1g1e , B , 1 , 89 ,  0.202 ,  0.035
3eip , A , 1 , 84 ,  0.250 ,  0.049
2rdk , A , 1 , 104 ,  0.337 ,  0.050
1got , G , 1 , 58 ,  0.086 ,  0.006
1e44 , B , 1 , 96 ,  0.271 ,  0.051
1iyr , A , 1 , 83 ,  0.169 ,  0.035
1y9i , A , 1 , 158 ,  0.329 ,  0.054
1nnh , A , 1 , 293 ,  0.259 ,  0.050
1sj7 , B , 1 , 170 ,  0.335 ,  0.038
2qzb , A , 1 , 146 ,  0.253 ,  0.045
3bhw , A , 1 , 191 ,  0.204 ,  0.051
1gh9 , A , 1 , 71 ,  0.056 ,  0.035
2ioj , A , 1 , 117 ,  0.487 ,  0.071
1jya , B , 1 , 119 ,  0.252 ,  0.043
1jb0 , A , 1 , 740 ,  0.172 ,  0.035
1jb0 , D , 1 , 138 ,  0.029 ,  0.022
1jb0 , L , 1 , 151 ,  0.238 ,  0.022
1ejg , A , 1 , 55 ,  0.473 ,  0.071
1cq3 , A , 1 , 224 ,  0.281 ,  0.051
2aeb , B , 1 , 309 ,  0.288 ,  0.064
1lr0 , A , 1 , 123 ,  0.220 ,  0.030
1fm2 , A , 1 , 151 ,  0.172 ,  0.036
1k8k , E , 1 , 174 ,  0.362 ,  0.055
1j3e , A , 1 , 115 ,  0.304 ,  0.056
3c8i , A , 1 , 127 ,  0.323 ,  0.055
2lis , A , 1 , 131 ,  0.298 ,  0.039
2hhg , A , 1 , 130 ,  0.331 ,  0.049
1jjs , A , 1 , 42 ,  0.381 ,  0.051
2p0l , A , 1 , 257 ,  0.179 ,  0.050
2hng , A , 1 , 138 ,  0.275 ,  0.035
3h63 , A , 1 , 316 ,  0.266 ,  0.059
1a32 , A , 1 , 85 ,  0.035 ,  0.021
1k5c , A , 1 , 336 ,  0.208 ,  0.050
1nr3 , A , 1 , 122 ,  0.303 ,  0.051
1ft5 , A , 1 , 211 ,  0.251 ,  0.043
1t8k , A , 1 , 78 ,  0.423 ,  0.064
2g3w , A , 1 , 175 ,  0.149 ,  0.053
1hh8 , A , 1 , 197 ,  0.173 ,  0.045
2hg6 , A , 1 , 106 ,  0.283 ,  0.040
3mol , B , 1 , 175 ,  0.320 ,  0.053
1vq3 , B , 1 , 84 ,  0.262 ,  0.024
3c4r , A , 1 , 119 ,  0.151 ,  0.028
1x0l , A , 1 , 333 ,  0.195 ,  0.050
1lkt , A , 1 , 104 ,  0.298 ,  0.045
1wdj , A , 1 , 186 ,  0.231 ,  0.055
1nki , A , 1 , 138 ,  0.232 ,  0.039
1v8h , A , 1 , 106 ,  0.311 ,  0.035
1mkc , A , 1 , 43 ,  0.302 ,  0.060
1h4x , A , 1 , 110 ,  0.482 ,  0.061
3ffy , A , 1 , 116 ,  0.440 ,  0.063
1unq , A , 1 , 117 ,  0.385 ,  0.050
1wk2 , A , 1 , 82 ,  0.244 ,  0.054
1psr , A , 1 , 100 ,  0.260 ,  0.042
2fiy , A , 1 , 285 ,  0.253 ,  0.053
1d1r , A , 1 , 83 ,  0.434 ,  0.048
1lzj , A , 1 , 267 ,  0.225 ,  0.048
2erl , A , 1 , 40 ,  0.700 ,  0.067
1uuy , A , 1 , 162 ,  0.519 ,  0.065
2p06 , A , 1 , 82 ,  0.305 ,  0.039
1tgr , A , 1 , 56 ,  0.446 ,  0.054
1pz4 , A , 1 , 113 ,  0.389 ,  0.053
1saw , B , 1 , 208 ,  0.236 ,  0.059
1nz0 , D , 1 , 111 ,  0.378 ,  0.054
2qjz , A , 1 , 117 ,  0.462 ,  0.057
1d4u , A , 1 , 111 ,  0.225 ,  0.038
1i2t , A , 1 , 61 ,  0.557 ,  0.059
1q9u , A , 1 , 132 ,  0.303 ,  0.044
1xyi , A , 1 , 66 ,  0.273 ,  0.055
1gpp , A , 1 , 218 ,  0.096 ,  0.032
2iay , A , 1 , 120 ,  0.275 ,  0.053
1hdl , A , 1 , 55 ,  0.327 ,  0.043
1h12 , A , 1 , 413 ,  0.199 ,  0.059
1lpv , A , 1 , 52 ,  0.250 ,  0.038
1czy , A , 1 , 168 ,  0.220 ,  0.048
2g81 , I , 1 , 57 ,  0.404 ,  0.047
1r29 , A , 1 , 122 ,  0.311 ,  0.043
1vfy , A , 1 , 67 ,  0.358 ,  0.047
1mwp , A , 1 , 96 ,  0.375 ,  0.056
1mc2 , A , 1 , 122 ,  0.295 ,  0.053
2b49 , A , 1 , 277 ,  0.238 ,  0.058
1dfu , P , 1 , 94 ,  0.383 ,  0.055
1jw3 , A , 1 , 140 ,  0.379 ,  0.054
1o8r , A , 1 , 94 ,  0.362 ,  0.057
2y28 , B , 1 , 176 ,  0.426 ,  0.060
1vqr , C , 1 , 275 ,  0.185 ,  0.050
