1on2 , A , 2 , 3 , 135 , 61 , 0 , 0 , 20 , 46
1sei , A , 2 , 2 , 130 , 56 , 0 , 12 , 33 , 60
1i7o , A , 2 , 3 , 421 , 239 , 0 , 0 , 9 , 28
3bwh , A , 2 , 2 , 244 , 123 , 0 , 7 , 19 , 55
1vme , B , 2 , 2 , 404 , 232 , 0 , 0 , 14 , 39
1yua , A , 2 , 3 , 122 , 41 , 0 , 6 , 27 , 65
1wpb , O , 2 , 2 , 168 , 60 , 0 , 0 , 10 , 19
3ci0 , J , 2 , 2 , 146 , 82 , 0 , 14 , 38 , 63
1mow , G , 2 , 2 , 233 , 0 , 0 , 12 , 36 , 72
1whe , A , 2 , 3 , 73 , 17 , 0 , 0 , 7 , 12
1p5q , A , 2 , 3 , 281 , 128 , 0 , 0 , 0 , 7
2vqe , M , 2 , 2 , 125 , 36 , 0 , 0 , 1 , 18
3e00 , A , 2 , 2 , 289 , 150 , 0 , 0 , 9 , 29
1txg , A , 2 , 2 , 335 , 198 , 0 , 0 , 14 , 53
1js8 , A , 2 , 4 , 382 , 0 , 0 , 0 , 0 , 0
1k82 , B , 2 , 2 , 260 , 136 , 0 , 0 , 25 , 66
1lko , A , 2 , 2 , 191 , 75 , 0 , 0 , 11 , 40
2h88 , B , 2 , 2 , 239 , 156 , 0 , 0 , 15 , 42
1g1t , A , 2 , 2 , 157 , 66 , 0 , 0 , 31 , 70
1fjr , A , 2 , 2 , 188 , 94 , 0 , 6 , 29 , 54
1hdh , A , 2 , 2 , 524 , 320 , 0 , 8 , 9 , 9
2r9q , A , 2 , 2 , 327 , 189 , 0 , 5 , 6 , 29
1evl , A , 2 , 4 , 401 , 239 , 0 , 0 , 10 , 13
1su3 , A , 2 , 3 , 415 , 218 , 0 , 0 , 8 , 22
1y7m , A , 2 , 2 , 161 , 72 , 0 , 8 , 30 , 59
3b4n , A , 2 , 2 , 316 , 175 , 0 , 8 , 19 , 53
2jz4 , A , 2 , 2 , 299 , 102 , 0 , 0 , 9 , 21
1af7 , A , 2 , 3 , 274 , 138 , 0 , 0 , 9 , 38
1ccw , B , 2 , 4 , 483 , 330 , 0 , 3 , 14 , 23
1dw9 , A , 2 , 2 , 152 , 101 , 0 , 0 , 4 , 27
2ehz , A , 2 , 3 , 299 , 160 , 0 , 7 , 23 , 43
1yz9 , A , 2 , 2 , 220 , 97 , 0 , 0 , 8 , 19
1vcb , C , 2 , 2 , 142 , 69 , 0 , 2 , 17 , 45
2a06 , B , 2 , 3 , 423 , 267 , 0 , 0 , 9 , 24
1xta , B , 2 , 2 , 219 , 102 , 0 , 11 , 17 , 35
2v2g , D , 2 , 2 , 219 , 129 , 0 , 0 , 19 , 52
2d1c , A , 2 , 3 , 495 , 328 , 0 , 0 , 5 , 17
2phc , B , 2 , 2 , 216 , 93 , 0 , 0 , 18 , 43
1j5q , A , 2 , 3 , 413 , 218 , 0 , 0 , 3 , 10
1w3f , A , 2 , 3 , 312 , 138 , 0 , 0 , 0 , 11
1qd1 , A , 2 , 2 , 329 , 183 , 0 , 0 , 25 , 44
1u8b , A , 2 , 2 , 128 , 41 , 0 , 0 , 10 , 35
1e3d , A , 2 , 3 , 262 , 171 , 0 , 2 , 21 , 43
3bb0 , A , 2 , 4 , 575 , 340 , 0 , 2 , 5 , 24
1jj2 , K , 2 , 2 , 145 , 34 , 0 , 0 , 0 , 10
1ssq , A , 2 , 2 , 241 , 128 , 0 , 3 , 19 , 50
3n4i , B , 2 , 2 , 165 , 85 , 0 , 5 , 23 , 55
2ghj , B , 2 , 2 , 90 , 36 , 0 , 0 , 3 , 21
3cov , A , 2 , 2 , 288 , 148 , 0 , 2 , 13 , 28
3p0b , A , 2 , 2 , 530 , 305 , 0 , 1 , 1 , 17
1iak , B , 2 , 2 , 185 , 91 , 0 , 0 , 3 , 15
1n93 , X , 2 , 3 , 335 , 138 , 0 , 0 , 10 , 11
1vzy , A , 2 , 3 , 290 , 154 , 0 , 0 , 16 , 41
2h88 , C , 2 , 2 , 139 , 50 , 0 , 0 , 0 , 3
3i4d , H , 2 , 3 , 245 , 121 , 0 , 0 , 4 , 15
2qia , A , 2 , 2 , 262 , 132 , 0 , 0 , 19 , 50
2zp1 , A , 2 , 2 , 308 , 160 , 0 , 0 , 15 , 25
2e5y , A , 2 , 2 , 133 , 59 , 0 , 3 , 28 , 48
1clc , A , 2 , 4 , 541 , 335 , 0 , 0 , 7 , 19
1mgp , A , 2 , 3 , 270 , 147 , 0 , 14 , 22 , 64
1t2d , A , 2 , 2 , 315 , 166 , 0 , 6 , 25 , 44
1xt0 , B , 2 , 2 , 200 , 83 , 0 , 1 , 24 , 41
1k30 , A , 2 , 4 , 363 , 181 , 0 , 4 , 8 , 21
1a8v , A , 2 , 3 , 115 , 47 , 0 , 10 , 28 , 75
2pv7 , A , 2 , 3 , 270 , 153 , 0 , 0 , 23 , 20
3c2u , A , 2 , 3 , 549 , 357 , 0 , 0 , 14 , 28
1c7c , A , 2 , 3 , 283 , 144 , 0 , 0 , 18 , 35
1rzh , M , 2 , 3 , 301 , 174 , 0 , 0 , 0 , 3
2fpn , A , 2 , 3 , 198 , 67 , 0 , 0 , 4 , 21
1a41 , A , 2 , 2 , 221 , 99 , 0 , 0 , 19 , 43
1gmu , A , 2 , 3 , 138 , 65 , 0 , 0 , 26 , 61
1zcn , A , 2 , 2 , 143 , 59 , 0 , 16 , 37 , 69
3cwv , A , 2 , 3 , 350 , 184 , 0 , 0 , 16 , 37
1vqz , A , 2 , 2 , 327 , 161 , 0 , 0 , 13 , 21
2c0g , A , 2 , 2 , 229 , 0 , 0 , 10 , 30 , 60
1e3a , A , 2 , 2 , 258 , 154 , 0 , 0 , 2 , 13
1uha , A , 2 , 2 , 82 , 28 , 0 , 1 , 18 , 42
3fmt , E , 2 , 2 , 162 , 67 , 0 , 0 , 19 , 46
1lsl , A , 2 , 3 , 113 , 22 , 0 , 0 , 0 , 0
1o9i , A , 2 , 2 , 266 , 197 , 0 , 0 , 2 , 2
1dl5 , A , 2 , 2 , 317 , 183 , 0 , 0 , 21 , 45
2a9d , A , 2 , 4 , 369 , 217 , 0 , 4 , 16 , 31
1dkg , A , 2 , 3 , 158 , 71 , 0 , 0 , 0 , 6
1ppr , M , 2 , 3 , 312 , 113 , 0 , 0 , 2 , 8
3c24 , A , 2 , 3 , 278 , 156 , 0 , 0 , 19 , 23
2ph7 , A , 2 , 2 , 214 , 105 , 0 , 2 , 26 , 46
2fb5 , A , 2 , 2 , 204 , 89 , 0 , 0 , 14 , 34
2auw , A , 2 , 2 , 156 , 57 , 0 , 0 , 19 , 32
3qxz , A , 2 , 3 , 267 , 162 , 0 , 6 , 27 , 52
1lnz , A , 2 , 2 , 332 , 153 , 0 , 0 , 0 , 10
1k5n , A , 2 , 3 , 285 , 145 , 0 , 0 , 5 , 15
1dzf , A , 2 , 2 , 211 , 86 , 0 , 3 , 18 , 39
1qiu , A , 2 , 3 , 264 , 153 , 0 , 0 , 10 , 10
1ux6 , A , 2 , 2 , 335 , 87 , 0 , 0 , 6 , 8
1joc , A , 2 , 2 , 123 , 0 , 0 , 3 , 9 , 18
1jgt , A , 2 , 3 , 490 , 298 , 0 , 1 , 0 , 11
1uly , A , 2 , 2 , 185 , 69 , 0 , 1 , 3 , 15
1d3y , A , 2 , 2 , 289 , 167 , 0 , 0 , 7 , 35
2ess , A , 2 , 2 , 244 , 113 , 0 , 5 , 19 , 33
3cjr , B , 2 , 3 , 118 , 51 , 0 , 0 , 20 , 35
1kq3 , A , 2 , 4 , 364 , 198 , 0 , 3 , 23 , 36
1qnt , A , 2 , 2 , 166 , 72 , 0 , 8 , 31 , 64
3k9o , A , 2 , 2 , 198 , 93 , 0 , 2 , 14 , 51
2cnd , A , 2 , 2 , 260 , 126 , 0 , 3 , 17 , 37
2p84 , A , 2 , 3 , 136 , 42 , 0 , 3 , 8 , 26
1prt , B , 2 , 2 , 196 , 113 , 0 , 1 , 32 , 58
2haw , A , 2 , 2 , 315 , 181 , 0 , 0 , 19 , 48
2a25 , A , 2 , 2 , 146 , 68 , 0 , 12 , 46 , 93
1ytf , D , 2 , 2 , 100 , 49 , 0 , 3 , 12 , 26
1hnj , A , 2 , 2 , 317 , 170 , 0 , 15 , 24 , 46
1inl , C , 2 , 2 , 293 , 191 , 0 , 4 , 17 , 54
3h90 , A , 2 , 3 , 283 , 123 , 0 , 0 , 3 , 3
1k2f , A , 2 , 2 , 190 , 85 , 0 , 3 , 14 , 45
2i15 , A , 2 , 3 , 122 , 42 , 0 , 0 , 21 , 28
2hxv , A , 2 , 3 , 349 , 175 , 0 , 0 , 13 , 31
3nt1 , A , 2 , 3 , 555 , 341 , 0 , 0 , 6 , 4
3jyu , B , 2 , 2 , 213 , 82 , 0 , 0 , 11 , 23
3cj8 , B , 3 , 2 , 213 , 117 , 0 , 0 , 17 , 40
1cuk , A , 3 , 2 , 190 , 74 , 0 , 0 , 8 , 28
1jey , B , 3 , 3 , 530 , 288 , 0 , 0 , 0 , 0
1gql , A , 3 , 3 , 705 , 454 , 0 , 0 , 0 , 5
1t3q , C , 3 , 3 , 285 , 162 , 0 , 4 , 25 , 48
1r0v , A , 3 , 2 , 244 , 142 , 0 , 0 , 11 , 48
1vcl , A , 3 , 3 , 431 , 223 , 0 , 0 , 5 , 15
3swo , B , 3 , 3 , 398 , 247 , 0 , 0 , 22 , 27
1d4v , A , 3 , 3 , 117 , 36 , 0 , 0 , 2 , 14
1ki0 , A , 3 , 2 , 253 , 131 , 0 , 0 , 0 , 12
3hn4 , A , 3 , 2 , 259 , 115 , 0 , 5 , 4 , 29
1mox , A , 3 , 3 , 499 , 256 , 0 , 0 , 0 , 8
1e8b , A , 3 , 2 , 160 , 75 , 0 , 0 , 9 , 33
1r8e , A , 3 , 3 , 275 , 105 , 0 , 0 , 9 , 14
1vq8 , P , 3 , 3 , 143 , 26 , 0 , 0 , 0 , 0
1opl , B , 3 , 3 , 365 , 185 , 0 , 0 , 3 , 17
3gku , A , 3 , 3 , 199 , 72 , 0 , 0 , 0 , 15
3mvq , A , 3 , 3 , 495 , 320 , 0 , 0 , 4 , 4
2re3 , A , 3 , 2 , 186 , 82 , 0 , 3 , 29 , 47
2ck3 , A , 3 , 3 , 491 , 313 , 0 , 0 , 1 , 17
2oas , A , 3 , 3 , 420 , 263 , 0 , 0 , 3 , 21
1rwh , A , 3 , 3 , 755 , 432 , 0 , 0 , 1 , 2
3k75 , E , 3 , 2 , 246 , 119 , 0 , 1 , 1 , 21
2zbk , B , 3 , 3 , 506 , 237 , 0 , 0 , 0 , 0
1uxy , A , 3 , 2 , 340 , 178 , 0 , 5 , 9 , 16
2iah , A , 3 , 4 , 752 , 405 , 0 , 0 , 0 , 0
1jec , A , 3 , 3 , 510 , 265 , 0 , 0 , 0 , 7
3ffk , A , 3 , 3 , 351 , 169 , 0 , 0 , 3 , 22
1e8c , A , 3 , 3 , 482 , 275 , 0 , 0 , 0 , 25
2he7 , A , 3 , 2 , 297 , 124 , 0 , 0 , 0 , 15
1h6w , A , 3 , 2 , 151 , 23 , 0 , 0 , 0 , 0
3o08 , A , 3 , 3 , 471 , 266 , 0 , 0 , 4 , 28
2oza , A , 3 , 2 , 332 , 173 , 0 , 1 , 1 , 9
1l8q , A , 3 , 3 , 317 , 140 , 0 , 0 , 0 , 19
2y1e , A , 3 , 2 , 374 , 215 , 0 , 6 , 7 , 24
2zyd , A , 3 , 3 , 464 , 290 , 0 , 0 , 2 , 10
3abq , A , 3 , 3 , 460 , 337 , 0 , 1 , 11 , 35
1f00 , I , 3 , 3 , 282 , 121 , 0 , 0 , 0 , 9
2q0z , X , 3 , 3 , 282 , 129 , 0 , 0 , 2 , 13
3a9s , A , 3 , 4 , 589 , 396 , 0 , 0 , 5 , 14
1td6 , A , 3 , 3 , 286 , 140 , 0 , 1 , 4 , 26
1nt2 , B , 3 , 3 , 236 , 114 , 0 , 0 , 0 , 13
1w59 , A , 3 , 3 , 350 , 189 , 0 , 5 , 24 , 58
1ddt , A , 3 , 3 , 523 , 243 , 0 , 0 , 0 , 3
1u8v , A , 3 , 3 , 490 , 335 , 0 , 0 , 4 , 9
1b47 , A , 3 , 2 , 304 , 152 , 0 , 1 , 4 , 11
1mpg , A , 3 , 3 , 282 , 149 , 0 , 8 , 14 , 38
1sr8 , A , 3 , 3 , 282 , 145 , 0 , 2 , 10 , 30
1bvp , 1 , 3 , 3 , 349 , 217 , 0 , 0 , 14 , 15
3lie , A , 3 , 3 , 266 , 131 , 0 , 0 , 21 , 41
3c18 , A , 3 , 3 , 295 , 156 , 0 , 0 , 3 , 12
2gno , A , 3 , 3 , 300 , 138 , 0 , 0 , 7 , 29
1olz , A , 3 , 3 , 621 , 344 , 0 , 0 , 1 , 0
1dde , A , 3 , 2 , 310 , 146 , 0 , 0 , 0 , 23
2jan , A , 3 , 3 , 419 , 202 , 0 , 0 , 1 , 14
1np7 , B , 3 , 4 , 483 , 268 , 0 , 0 , 3 , 8
2oq1 , A , 3 , 2 , 251 , 122 , 0 , 1 , 1 , 25
1q25 , A , 3 , 3 , 428 , 217 , 0 , 0 , 0 , 7
3git , A , 3 , 3 , 422 , 255 , 0 , 0 , 9 , 32
1h6u , A , 3 , 3 , 308 , 139 , 0 , 0 , 1 , 15
3d1g , A , 3 , 3 , 366 , 187 , 0 , 0 , 0 , 30
1ulk , A , 3 , 3 , 126 , 54 , 0 , 0 , 4 , 25
2ck3 , F , 3 , 3 , 469 , 299 , 0 , 0 , 3 , 18
1sox , A , 3 , 3 , 463 , 260 , 0 , 1 , 1 , 14
1mbm , D , 3 , 2 , 195 , 100 , 0 , 3 , 38 , 78
1uzk , A , 3 , 2 , 151 , 0 , 0 , 0 , 0 , 0
5req , B , 3 , 3 , 619 , 395 , 0 , 0 , 0 , 11
2fml , A , 3 , 2 , 256 , 128 , 0 , 0 , 6 , 30
1qzf , A , 3 , 3 , 519 , 314 , 0 , 0 , 1 , 5
1xsz , A , 3 , 2 , 384 , 186 , 0 , 0 , 0 , 13
1wvf , A , 4 , 4 , 539 , 300 , 0 , 0 , 1 , 13
3a21 , A , 4 , 4 , 616 , 356 , 0 , 0 , 0 , 3
1iq8 , A , 4 , 4 , 577 , 371 , 0 , 0 , 8 , 13
2ahx , A , 4 , 3 , 611 , 283 , 0 , 0 , 0 , 1
2fo0 , A , 4 , 3 , 465 , 230 , 0 , 0 , 1 , 4
2fmp , A , 4 , 2 , 338 , 147 , 0 , 0 , 3 , 3
1ord , A , 4 , 3 , 730 , 477 , 0 , 0 , 0 , 0
3hu3 , A , 4 , 4 , 453 , 220 , 0 , 0 , 0 , 7
1pfx , L , 4 , 4 , 133 , 38 , 0 , 0 , 0 , 9
1sqg , A , 4 , 3 , 424 , 228 , 0 , 0 , 7 , 18
1kfi , A , 4 , 4 , 570 , 345 , 0 , 0 , 3 , 14
2hyv , A , 4 , 3 , 308 , 147 , 0 , 0 , 14 , 13
2uvo , A , 4 , 4 , 172 , 85 , 0 , 1 , 11 , 23
2gy5 , A , 4 , 3 , 423 , 202 , 0 , 0 , 5 , 14
2au3 , A , 4 , 2 , 403 , 193 , 0 , 0 , 4 , 5
1ggt , A , 4 , 4 , 710 , 404 , 0 , 0 , 0 , 2
2b5e , A , 4 , 3 , 483 , 206 , 0 , 0 , 0 , 0
